news_high,turnover_high,months,mean_n,mean_rank_ic_12m
False,False,192,35.791666666666664,0.028176745141779088
False,True,192,35.744791666666664,0.04914645422407893
True,False,192,35.744791666666664,0.00131794468090747
True,True,192,36.276041666666664,0.07718894423078175
