variant,months,mean_return,cagr,t_stat,mdd
suspension_screened,318,0.037145289872621085,0.46593739352933183,6.550308442777293,-0.4460745797647988
unfiltered,318,0.03224622075979596,0.38729534056920967,5.79176030027646,-0.49062822445323706
