delay_months,months,net_cagr,t_stat,mdd
0,318,0.38729534056920967,5.79176030027646,-0.49062822445323706
1,317,0.28425970873383344,4.816467446517024,-0.6316144583962089
2,316,0.25949198099992055,4.674013859716226,-0.5930140209540506
3,315,0.26135407884248085,4.865222066418992,-0.5399832456131382
