date,ticker
2014-11-28,019570
2014-11-28,078780
2014-11-28,080440
2014-11-28,066430
2014-11-28,004320
2014-11-28,205100
2014-11-28,204760
2014-11-28,204650
2014-11-28,042940
2014-11-28,109070
2014-11-28,203650
2014-11-28,204440
2014-11-28,204620
2014-11-28,064090
2014-11-28,039670
2014-11-28,001140
2014-11-28,060240
2014-11-28,028040
2014-11-28,096870
2014-11-28,066110
2014-11-28,024850
2014-11-28,007530
2014-11-28,046310
2014-11-28,101400
2014-11-28,010580
2014-11-28,044180
2014-11-28,091440
2014-11-28,049720
2014-11-28,198440
2014-11-28,029480
2014-11-28,184230
2014-11-28,074610
2014-11-28,053060
2014-11-28,011230
2014-11-28,073570
2014-11-28,101140
2014-11-28,900100
2014-11-28,004920
2014-11-28,045300
2014-11-28,033250
2014-11-28,045340
2014-11-28,065500
2014-11-28,134060
2014-11-28,078590
2014-11-28,058220
2014-12-30,053330
2014-12-30,208870
2014-12-30,053870
2014-12-30,207720
2014-12-30,208140
2014-12-30,004320
2014-12-30,008900
2014-12-30,019570
2014-12-30,109960
2014-12-30,051160
2014-12-30,204840
2014-12-30,206640
2014-12-30,042940
2014-12-30,208710
2014-12-30,078940
2014-12-30,080440
2014-12-30,208350
2014-12-30,208370
2014-12-30,204760
2014-12-30,206400
2014-12-30,207760
2014-12-30,203650
2014-12-30,205470
2014-12-30,064090
2014-12-30,204650
2014-12-30,204440
2014-12-30,109070
2014-12-30,096870
2014-12-30,028040
2014-12-30,900100
2014-12-30,046310
2014-12-30,204620
2014-12-30,043580
2014-12-30,039670
2014-12-30,024850
2014-12-30,045340
2014-12-30,001140
2014-12-30,078780
2014-12-30,054410
2014-12-30,000360
2014-12-30,056000
2014-12-30,134060
2014-12-30,101400
2014-12-30,074610
2014-12-30,004920
2014-12-30,204630
2014-12-30,033250
2014-12-30,083660
2014-12-30,045300
2014-12-30,029480
2015-01-30,053870
2015-01-30,053330
2015-01-30,208870
2015-01-30,208140
2015-01-30,008900
2015-01-30,004320
2015-01-30,019570
2015-01-30,080440
2015-01-30,066430
2015-01-30,204840
2015-01-30,042940
2015-01-30,109960
2015-01-30,051160
2015-01-30,078940
2015-01-30,206640
2015-01-30,021880
2015-01-30,208710
2015-01-30,208350
2015-01-30,208370
2015-01-30,028040
2015-01-30,204760
2015-01-30,206400
2015-01-30,205470
2015-01-30,204650
2015-01-30,000360
2015-01-30,204620
2015-01-30,096870
2015-01-30,053810
2015-01-30,187790
2015-01-30,064090
2015-01-30,204440
2015-01-30,074610
2015-01-30,054630
2015-01-30,204630
2015-01-30,042040
2015-01-30,010580
2015-01-30,134060
2015-01-30,024850
2015-01-30,091440
2015-01-30,030270
2015-01-30,065500
2015-01-30,900100
2015-01-30,198440
2015-01-30,039670
2015-01-30,045340
2015-01-30,103230
2015-01-30,001770
2015-01-30,073570
2015-01-30,066110
2015-01-30,011230
2015-02-27,053870
2015-02-27,207720
2015-02-27,004320
2015-02-27,206660
2015-02-27,080440
2015-02-27,019570
2015-02-27,066430
2015-02-27,042940
2015-02-27,206640
2015-02-27,028040
2015-02-27,208710
2015-02-27,208350
2015-02-27,204840
2015-02-27,208370
2015-02-27,206400
2015-02-27,204760
2015-02-27,205470
2015-02-27,205100
2015-02-27,204650
2015-02-27,024850
2015-02-27,096870
2015-02-27,109960
2015-02-27,039670
2015-02-27,066110
2015-02-27,010580
2015-02-27,204620
2015-02-27,089890
2015-02-27,204630
2015-02-27,065500
2015-02-27,101400
2015-02-27,011230
2015-02-27,078780
2015-02-27,119830
2015-02-27,064090
2015-02-27,056000
2015-02-27,184230
2015-02-27,083660
2015-02-27,026910
2015-02-27,045340
2015-02-27,900100
2015-02-27,198440
2015-02-27,051780
2015-02-27,013720
2015-02-27,091440
2015-02-27,204440
2015-02-27,030270
2015-02-27,078590
2015-02-27,001770
2015-02-27,032860
2015-02-27,001140
2015-03-31,053870
2015-03-31,207720
2015-03-31,206660
2015-03-31,080440
2015-03-31,204840
2015-03-31,019570
2015-03-31,028040
2015-03-31,208710
2015-03-31,042940
2015-03-31,208350
2015-03-31,208370
2015-03-31,207930
2015-03-31,204760
2015-03-31,205470
2015-03-31,206400
2015-03-31,214270
2015-03-31,051160
2015-03-31,094860
2015-03-31,204620
2015-03-31,109960
2015-03-31,205100
2015-03-31,073570
2015-03-31,066430
2015-03-31,013720
2015-03-31,030270
2015-03-31,096870
2015-03-31,074150
2015-03-31,001140
2015-03-31,184230
2015-03-31,101400
2015-03-31,024850
2015-03-31,065500
2015-03-31,001770
2015-03-31,056000
2015-03-31,011230
2015-03-31,004920
2015-03-31,064090
2015-03-31,134060
2015-03-31,050320
2015-03-31,074610
2015-03-31,033600
2015-03-31,094940
2015-03-31,053060
2015-03-31,010580
2015-03-31,007530
2015-03-31,058220
2015-03-31,043580
