variant,months,mean_return,cagr,t_stat,mdd
suspension_screened,317,0.040080028399661745,0.5092477806195113,6.702214902251493,-0.4503258280780935
unfiltered,317,0.03541882467663795,0.4308543371860254,5.970827554486627,-0.49166322789040773
