test,date,bucket,mean_return,n
price_level_vs_future_1m,2019-12-30 00:00:00,4,-0.04929018274470236,430
price_level_vs_future_1m,2019-12-30 00:00:00,5,-0.05892171063677124,431
price_level_vs_future_1m,2020-01-31 00:00:00,1,-0.06816780949922666,431
price_level_vs_future_1m,2020-01-31 00:00:00,2,-0.07696735294237063,430
price_level_vs_future_1m,2020-01-31 00:00:00,3,-0.07150074522883168,431
price_level_vs_future_1m,2020-01-31 00:00:00,4,-0.06781277263600602,431
price_level_vs_future_1m,2020-01-31 00:00:00,5,-0.07785585499578462,430
price_level_vs_future_1m,2020-02-28 00:00:00,1,-0.12978243987466784,430
price_level_vs_future_1m,2020-02-28 00:00:00,2,-0.13940621903312633,429
price_level_vs_future_1m,2020-02-28 00:00:00,3,-0.11795199071556682,430
price_level_vs_future_1m,2020-02-28 00:00:00,4,-0.14252005269540427,429
price_level_vs_future_1m,2020-02-28 00:00:00,5,-0.10680367125366245,430
price_level_vs_future_1m,2020-03-31 00:00:00,1,0.23995405490854735,429
price_level_vs_future_1m,2020-03-31 00:00:00,2,0.21117010057355318,428
price_level_vs_future_1m,2020-03-31 00:00:00,3,0.21572295798426083,431
price_level_vs_future_1m,2020-03-31 00:00:00,4,0.1847990764641469,426
price_level_vs_future_1m,2020-03-31 00:00:00,5,0.14184755238244964,429
price_level_vs_future_1m,2020-04-29 00:00:00,1,0.08798788435250687,426
price_level_vs_future_1m,2020-04-29 00:00:00,2,0.09680735999583266,426
price_level_vs_future_1m,2020-04-29 00:00:00,3,0.08381361486141921,426
price_level_vs_future_1m,2020-04-29 00:00:00,4,0.07557878868902006,426
price_level_vs_future_1m,2020-04-29 00:00:00,5,0.07308524565566991,426
price_level_vs_future_1m,2020-05-29 00:00:00,1,-0.020185090729666313,427
price_level_vs_future_1m,2020-05-29 00:00:00,2,-0.0018934855891918744,426
price_level_vs_future_1m,2020-05-29 00:00:00,3,-0.0023539590998121265,426
price_level_vs_future_1m,2020-05-29 00:00:00,4,0.02370195338122566,426
price_level_vs_future_1m,2020-05-29 00:00:00,5,0.010031587010946221,427
price_level_vs_future_1m,2020-06-30 00:00:00,1,0.08819506901995142,427
price_level_vs_future_1m,2020-06-30 00:00:00,2,0.10147283826839962,426
price_level_vs_future_1m,2020-06-30 00:00:00,3,0.11017668127803394,426
price_level_vs_future_1m,2020-06-30 00:00:00,4,0.10845540187776297,426
price_level_vs_future_1m,2020-06-30 00:00:00,5,0.08350028182657245,426
price_level_vs_future_1m,2020-07-31 00:00:00,1,0.04549370579790902,428
price_level_vs_future_1m,2020-07-31 00:00:00,2,0.03711092817911141,428
price_level_vs_future_1m,2020-07-31 00:00:00,3,0.05767702315047604,427
price_level_vs_future_1m,2020-07-31 00:00:00,4,0.011793205882325353,428
price_level_vs_future_1m,2020-07-31 00:00:00,5,0.03989987796471539,428
price_level_vs_future_1m,2020-08-31 00:00:00,1,0.060005989061577066,433
price_level_vs_future_1m,2020-08-31 00:00:00,2,0.061246015952654935,428
price_level_vs_future_1m,2020-08-31 00:00:00,3,0.037981307815853196,430
price_level_vs_future_1m,2020-08-31 00:00:00,4,0.016345802702870154,430
price_level_vs_future_1m,2020-08-31 00:00:00,5,0.0004834248059586837,431
price_level_vs_future_1m,2020-09-29 00:00:00,1,0.01573771260042571,433
price_level_vs_future_1m,2020-09-29 00:00:00,2,-0.007415046790398267,432
price_level_vs_future_1m,2020-09-29 00:00:00,3,-0.025122413543720624,432
price_level_vs_future_1m,2020-09-29 00:00:00,4,-0.05225654518552948,432
price_level_vs_future_1m,2020-09-29 00:00:00,5,-0.043000558845574834,433
price_level_vs_future_1m,2020-10-30 00:00:00,1,0.13081503452131177,434
price_level_vs_future_1m,2020-10-30 00:00:00,2,0.13232043762501286,434
price_level_vs_future_1m,2020-10-30 00:00:00,3,0.12351047865607333,432
price_level_vs_future_1m,2020-10-30 00:00:00,4,0.10880730573664507,433
price_level_vs_future_1m,2020-10-30 00:00:00,5,0.10936329455453783,433
price_level_vs_future_1m,2020-11-30 00:00:00,1,0.05189960821473893,435
price_level_vs_future_1m,2020-11-30 00:00:00,2,0.05600885927746283,434
price_level_vs_future_1m,2020-11-30 00:00:00,3,0.0481792546910146,434
price_level_vs_future_1m,2020-11-30 00:00:00,4,0.05355975292539023,434
price_level_vs_future_1m,2020-11-30 00:00:00,5,0.07002006216914483,434
price_level_vs_future_1m,2020-12-30 00:00:00,1,0.04368600383867891,438
price_level_vs_future_1m,2020-12-30 00:00:00,2,0.013348964862008136,438
price_level_vs_future_1m,2020-12-30 00:00:00,3,0.023024862125259116,437
price_level_vs_future_1m,2020-12-30 00:00:00,4,-0.004766330526898556,438
price_level_vs_future_1m,2020-12-30 00:00:00,5,-0.005468956626527696,438
price_level_vs_future_1m,2021-01-29 00:00:00,1,0.04980253957549467,439
price_level_vs_future_1m,2021-01-29 00:00:00,2,0.04103475854516151,438
price_level_vs_future_1m,2021-01-29 00:00:00,3,0.013467747247300333,438
price_level_vs_future_1m,2021-01-29 00:00:00,4,0.006377980481853699,440
price_level_vs_future_1m,2021-01-29 00:00:00,5,0.009058057579319457,437
price_level_vs_future_1m,2021-02-26 00:00:00,1,0.1057461993722967,440
price_level_vs_future_1m,2021-02-26 00:00:00,2,0.1138427195699643,441
price_level_vs_future_1m,2021-02-26 00:00:00,3,0.06289918780279027,439
price_level_vs_future_1m,2021-02-26 00:00:00,4,0.042977010557803334,441
price_level_vs_future_1m,2021-02-26 00:00:00,5,0.04127532609896691,439
price_level_vs_future_1m,2021-03-31 00:00:00,1,0.10485274677232732,441
price_level_vs_future_1m,2021-03-31 00:00:00,2,0.06587730774201009,440
price_level_vs_future_1m,2021-03-31 00:00:00,3,0.08097798867405981,441
price_level_vs_future_1m,2021-03-31 00:00:00,4,0.06025417760377076,440
price_level_vs_future_1m,2021-03-31 00:00:00,5,0.0432542859181196,441
price_level_vs_future_1m,2021-04-30 00:00:00,1,0.07481745787923873,441
price_level_vs_future_1m,2021-04-30 00:00:00,2,0.038185283581885866,440
price_level_vs_future_1m,2021-04-30 00:00:00,3,0.033320765988737254,440
price_level_vs_future_1m,2021-04-30 00:00:00,4,0.017224478433182155,441
price_level_vs_future_1m,2021-04-30 00:00:00,5,0.0160867373679578,439
price_level_vs_future_1m,2021-05-31 00:00:00,1,0.08305687141332924,445
price_level_vs_future_1m,2021-05-31 00:00:00,2,0.07028321771313223,442
price_level_vs_future_1m,2021-05-31 00:00:00,3,0.035597182778142646,443
price_level_vs_future_1m,2021-05-31 00:00:00,4,0.0380338514670528,443
price_level_vs_future_1m,2021-05-31 00:00:00,5,0.029419591044371078,444
price_level_vs_future_1m,2021-06-30 00:00:00,1,-0.003873844785141542,442
price_level_vs_future_1m,2021-06-30 00:00:00,2,-0.016604915697839565,442
price_level_vs_future_1m,2021-06-30 00:00:00,3,-0.013830719124582478,444
price_level_vs_future_1m,2021-06-30 00:00:00,4,-0.0031888713873915553,438
price_level_vs_future_1m,2021-06-30 00:00:00,5,-0.010554634250545144,442
price_level_vs_future_1m,2021-07-30 00:00:00,1,-0.02778174760957034,443
price_level_vs_future_1m,2021-07-30 00:00:00,2,-0.047434879424742026,442
price_level_vs_future_1m,2021-07-30 00:00:00,3,-0.03118031949748993,443
price_level_vs_future_1m,2021-07-30 00:00:00,4,-0.018476935648500663,442
price_level_vs_future_1m,2021-07-30 00:00:00,5,-0.0012214608586533083,442
price_level_vs_future_1m,2021-08-31 00:00:00,1,-0.01618306892310303,445
price_level_vs_future_1m,2021-08-31 00:00:00,2,-0.023578420579564306,445
price_level_vs_future_1m,2021-08-31 00:00:00,3,-0.02541930662115917,446
price_level_vs_future_1m,2021-08-31 00:00:00,4,-0.03288563411883262,443
price_level_vs_future_1m,2021-08-31 00:00:00,5,-0.02593600784948259,445
price_level_vs_future_1m,2021-09-30 00:00:00,1,0.006012186285859527,448
price_level_vs_future_1m,2021-09-30 00:00:00,2,-1.9358513665212172e-05,447
price_level_vs_future_1m,2021-09-30 00:00:00,3,-0.008100506152299502,448
price_level_vs_future_1m,2021-09-30 00:00:00,4,-0.019233012504955647,448
price_level_vs_future_1m,2021-09-30 00:00:00,5,-0.018453636227750297,447
price_level_vs_future_1m,2021-10-29 00:00:00,1,-0.10604379097689894,450
price_level_vs_future_1m,2021-10-29 00:00:00,2,-0.10764080113368112,453
price_level_vs_future_1m,2021-10-29 00:00:00,3,-0.08760376339703908,448
price_level_vs_future_1m,2021-10-29 00:00:00,4,-0.08086741110139349,449
price_level_vs_future_1m,2021-10-29 00:00:00,5,-0.07385469226704285,450
price_level_vs_future_1m,2021-11-30 00:00:00,1,0.11767751060712495,452
price_level_vs_future_1m,2021-11-30 00:00:00,2,0.12606710722325742,452
price_level_vs_future_1m,2021-11-30 00:00:00,3,0.1072192954800216,453
price_level_vs_future_1m,2021-11-30 00:00:00,4,0.11379867840346292,449
price_level_vs_future_1m,2021-11-30 00:00:00,5,0.06235161499042123,452
price_level_vs_future_1m,2021-12-30 00:00:00,1,-0.072760901731447,453
price_level_vs_future_1m,2021-12-30 00:00:00,2,-0.09407445670000789,453
price_level_vs_future_1m,2021-12-30 00:00:00,3,-0.09365554548111023,453
price_level_vs_future_1m,2021-12-30 00:00:00,4,-0.11816848719043858,455
price_level_vs_future_1m,2021-12-30 00:00:00,5,-0.11681135332929736,451
price_level_vs_future_1m,2022-01-28 00:00:00,1,0.050012924668757744,454
price_level_vs_future_1m,2022-01-28 00:00:00,2,0.027723655815709094,453
price_level_vs_future_1m,2022-01-28 00:00:00,3,0.021596768860663567,454
price_level_vs_future_1m,2022-01-28 00:00:00,4,0.02380047606277513,452
price_level_vs_future_1m,2022-01-28 00:00:00,5,0.020587835205822778,453
price_level_vs_future_1m,2022-02-28 00:00:00,1,0.10221447751006428,455
price_level_vs_future_1m,2022-02-28 00:00:00,2,0.0968122202515896,455
price_level_vs_future_1m,2022-02-28 00:00:00,3,0.07363524733026879,454
price_level_vs_future_1m,2022-02-28 00:00:00,4,0.07132239357176282,454
price_level_vs_future_1m,2022-02-28 00:00:00,5,0.04920329453703345,455
price_level_vs_future_1m,2022-03-31 00:00:00,1,0.0342610623402456,454
price_level_vs_future_1m,2022-03-31 00:00:00,2,-0.0008409552345264837,454
price_level_vs_future_1m,2022-03-31 00:00:00,3,-0.01474529084719013,453
price_level_vs_future_1m,2022-03-31 00:00:00,4,-0.02335567255469619,454
price_level_vs_future_1m,2022-03-31 00:00:00,5,-0.018406630801287047,454
price_level_vs_future_1m,2022-04-29 00:00:00,1,-0.02015119475572513,457
price_level_vs_future_1m,2022-04-29 00:00:00,2,-0.016824160817444266,454
price_level_vs_future_1m,2022-04-29 00:00:00,3,-0.03120916355950747,456
price_level_vs_future_1m,2022-04-29 00:00:00,4,-0.0330208632014134,454
price_level_vs_future_1m,2022-04-29 00:00:00,5,-0.022059503834946106,455
price_level_vs_future_1m,2022-05-31 00:00:00,1,-0.1445772566629568,456
price_level_vs_future_1m,2022-05-31 00:00:00,2,-0.16120079294676298,455
price_level_vs_future_1m,2022-05-31 00:00:00,3,-0.16696540175015362,455
price_level_vs_future_1m,2022-05-31 00:00:00,4,-0.16551188170935516,455
price_level_vs_future_1m,2022-05-31 00:00:00,5,-0.1434081719796758,455
price_level_vs_future_1m,2022-06-30 00:00:00,1,0.06432831856713309,457
price_level_vs_future_1m,2022-06-30 00:00:00,2,0.08544115124006857,457
price_level_vs_future_1m,2022-06-30 00:00:00,3,0.07065278238471487,456
price_level_vs_future_1m,2022-06-30 00:00:00,4,0.06785872592226477,456
price_level_vs_future_1m,2022-06-30 00:00:00,5,0.04802530458651878,457
price_level_vs_future_1m,2022-07-29 00:00:00,1,0.005002322129139746,460
price_level_vs_future_1m,2022-07-29 00:00:00,2,0.0028800511560602904,461
price_level_vs_future_1m,2022-07-29 00:00:00,3,0.002653327237040023,457
price_level_vs_future_1m,2022-07-29 00:00:00,4,0.019998057238568078,459
price_level_vs_future_1m,2022-07-29 00:00:00,5,0.012041448454580298,460
price_level_vs_future_1m,2022-08-31 00:00:00,1,-0.1333238731393865,463
price_level_vs_future_1m,2022-08-31 00:00:00,2,-0.15905223309637304,460
price_level_vs_future_1m,2022-08-31 00:00:00,3,-0.1635456749497384,461
price_level_vs_future_1m,2022-08-31 00:00:00,4,-0.16689575808223114,460
price_level_vs_future_1m,2022-08-31 00:00:00,5,-0.15006591383371243,461
price_level_vs_future_1m,2022-09-30 00:00:00,1,0.034315397207978514,464
price_level_vs_future_1m,2022-09-30 00:00:00,2,0.023147227123934886,462
price_level_vs_future_1m,2022-09-30 00:00:00,3,0.011899305818182956,462
price_level_vs_future_1m,2022-09-30 00:00:00,4,0.018166445387198294,465
price_level_vs_future_1m,2022-09-30 00:00:00,5,0.026964581330480422,461
price_level_vs_future_1m,2022-10-31 00:00:00,1,0.07665612781006848,468
price_level_vs_future_1m,2022-10-31 00:00:00,2,0.08488806737026795,467
price_level_vs_future_1m,2022-10-31 00:00:00,3,0.08192223123219487,468
price_level_vs_future_1m,2022-10-31 00:00:00,4,0.08189069744091186,467
price_level_vs_future_1m,2022-10-31 00:00:00,5,0.07704517491124935,468
price_level_vs_future_1m,2022-11-30 00:00:00,1,-0.05083871234672557,470
price_level_vs_future_1m,2022-11-30 00:00:00,2,-0.06272868298783475,470
price_level_vs_future_1m,2022-11-30 00:00:00,3,-0.06029939485831161,469
price_level_vs_future_1m,2022-11-30 00:00:00,4,-0.0660854696511409,470
price_level_vs_future_1m,2022-11-30 00:00:00,5,-0.055371759521243666,470
price_level_vs_future_1m,2022-12-29 00:00:00,1,0.10815044302065052,473
price_level_vs_future_1m,2022-12-29 00:00:00,2,0.1059464324961838,473
price_level_vs_future_1m,2022-12-29 00:00:00,3,0.10921891709908735,472
price_level_vs_future_1m,2022-12-29 00:00:00,4,0.0987953690529543,471
price_level_vs_future_1m,2022-12-29 00:00:00,5,0.05242024351884341,473
price_level_vs_future_1m,2023-01-31 00:00:00,1,0.00962390114526533,473
price_level_vs_future_1m,2023-01-31 00:00:00,2,0.03133068087643498,473
price_level_vs_future_1m,2023-01-31 00:00:00,3,0.004573872398622497,473
price_level_vs_future_1m,2023-01-31 00:00:00,4,0.030075386327499575,473
price_level_vs_future_1m,2023-01-31 00:00:00,5,0.019932131960740406,473
price_level_vs_future_1m,2023-02-28 00:00:00,1,-0.005852481151534666,474
price_level_vs_future_1m,2023-02-28 00:00:00,2,0.01280102958137535,474
price_level_vs_future_1m,2023-02-28 00:00:00,3,0.012751716400639442,473
price_level_vs_future_1m,2023-02-28 00:00:00,4,0.01976606924130199,474
price_level_vs_future_1m,2023-02-28 00:00:00,5,0.03541952770295048,474
price_level_vs_future_1m,2023-03-31 00:00:00,1,0.04251279746306384,477
price_level_vs_future_1m,2023-03-31 00:00:00,2,-0.007817605774174244,479
price_level_vs_future_1m,2023-03-31 00:00:00,3,-0.0028824874006453615,473
price_level_vs_future_1m,2023-03-31 00:00:00,4,-0.026434934277622002,476
price_level_vs_future_1m,2023-03-31 00:00:00,5,-0.01965966076594493,476
price_level_vs_future_1m,2023-04-28 00:00:00,1,0.07025590986572931,476
price_level_vs_future_1m,2023-04-28 00:00:00,2,0.04729488794198726,473
price_level_vs_future_1m,2023-04-28 00:00:00,3,0.03494798633516933,476
price_level_vs_future_1m,2023-04-28 00:00:00,4,0.022666852386593044,473
price_level_vs_future_1m,2023-04-28 00:00:00,5,0.005058943474769972,475
price_level_vs_future_1m,2023-05-31 00:00:00,1,0.022980872342067696,475
price_level_vs_future_1m,2023-05-31 00:00:00,2,0.013208742118216859,475
price_level_vs_future_1m,2023-05-31 00:00:00,3,0.013744745398651075,473
price_level_vs_future_1m,2023-05-31 00:00:00,4,0.012550325587142322,474
price_level_vs_future_1m,2023-05-31 00:00:00,5,0.0017434053993721137,475
price_level_vs_future_1m,2023-06-30 00:00:00,1,-0.056641079073046295,476
price_level_vs_future_1m,2023-06-30 00:00:00,2,-0.054277816823254006,476
price_level_vs_future_1m,2023-06-30 00:00:00,3,-0.04872191521748836,476
price_level_vs_future_1m,2023-06-30 00:00:00,4,-0.02066202958046907,477
price_level_vs_future_1m,2023-06-30 00:00:00,5,0.02133668096938945,475
price_level_vs_future_1m,2023-07-31 00:00:00,1,0.03489674863762956,477
price_level_vs_future_1m,2023-07-31 00:00:00,2,0.028646598004164314,477
price_level_vs_future_1m,2023-07-31 00:00:00,3,0.023714812495352296,476
price_level_vs_future_1m,2023-07-31 00:00:00,4,0.022373740246430074,477
price_level_vs_future_1m,2023-07-31 00:00:00,5,-0.005354623129918423,477
price_level_vs_future_1m,2023-08-31 00:00:00,1,-0.04135675197292107,480
price_level_vs_future_1m,2023-08-31 00:00:00,2,-0.05971669796443602,479
price_level_vs_future_1m,2023-08-31 00:00:00,3,-0.051920093391351924,479
price_level_vs_future_1m,2023-08-31 00:00:00,4,-0.0623895934376781,479
price_level_vs_future_1m,2023-08-31 00:00:00,5,-0.061489608125724085,479
price_level_vs_future_1m,2023-09-27 00:00:00,1,-0.06164739932275195,482
price_level_vs_future_1m,2023-09-27 00:00:00,2,-0.07979903440768578,484
price_level_vs_future_1m,2023-09-27 00:00:00,3,-0.07887787407372122,479
price_level_vs_future_1m,2023-09-27 00:00:00,4,-0.09919040570870304,482
price_level_vs_future_1m,2023-09-27 00:00:00,5,-0.09307658231588439,482
price_level_vs_future_1m,2023-10-31 00:00:00,1,0.07343465706829241,485
price_level_vs_future_1m,2023-10-31 00:00:00,2,0.08883034678435123,482
price_level_vs_future_1m,2023-10-31 00:00:00,3,0.08770485415942889,484
price_level_vs_future_1m,2023-10-31 00:00:00,4,0.08102857520299488,483
price_level_vs_future_1m,2023-10-31 00:00:00,5,0.10612121513924391,484
price_level_vs_future_1m,2023-11-30 00:00:00,1,0.019063020500762043,489
price_level_vs_future_1m,2023-11-30 00:00:00,2,0.04931097371229146,487
price_level_vs_future_1m,2023-11-30 00:00:00,3,0.023598474784836832,486
price_level_vs_future_1m,2023-11-30 00:00:00,4,0.026187357259311976,487
price_level_vs_future_1m,2023-11-30 00:00:00,5,0.02999032690902283,488
price_level_vs_future_1m,2023-12-28 00:00:00,1,-0.015109604210378798,490
price_level_vs_future_1m,2023-12-28 00:00:00,2,-0.01091718636665946,489
price_level_vs_future_1m,2023-12-28 00:00:00,3,-0.011784818184598651,486
price_level_vs_future_1m,2023-12-28 00:00:00,4,-0.029965526201008483,488
price_level_vs_future_1m,2023-12-28 00:00:00,5,-0.057937925830111404,489
price_level_vs_future_1m,2024-01-31 00:00:00,1,0.01714502830292048,489
price_level_vs_future_1m,2024-01-31 00:00:00,2,0.018449261198076102,488
price_level_vs_future_1m,2024-01-31 00:00:00,3,0.026170278570738597,489
price_level_vs_future_1m,2024-01-31 00:00:00,4,0.024517156165192174,489
price_level_vs_future_1m,2024-01-31 00:00:00,5,0.054177806358436484,486
price_level_vs_future_1m,2024-02-29 00:00:00,1,0.0016164817192153022,491
price_level_vs_future_1m,2024-02-29 00:00:00,2,-0.002629695616341996,491
price_level_vs_future_1m,2024-02-29 00:00:00,3,0.007394286730380649,490
price_level_vs_future_1m,2024-02-29 00:00:00,4,0.032196082464130554,491
price_level_vs_future_1m,2024-02-29 00:00:00,5,0.029116726746779033,491
price_level_vs_future_1m,2024-03-29 00:00:00,1,-0.010265374632481198,490
price_level_vs_future_1m,2024-03-29 00:00:00,2,-0.02193705538289771,490
price_level_vs_future_1m,2024-03-29 00:00:00,3,-0.011390212315802097,490
price_level_vs_future_1m,2024-03-29 00:00:00,4,-0.002288447629724681,489
price_level_vs_future_1m,2024-03-29 00:00:00,5,-0.010289605217529843,490
price_level_vs_future_1m,2024-04-30 00:00:00,1,0.012219089540774008,489
price_level_vs_future_1m,2024-04-30 00:00:00,2,0.0007355252265876731,488
price_level_vs_future_1m,2024-04-30 00:00:00,3,0.01096228540770515,488
price_level_vs_future_1m,2024-04-30 00:00:00,4,-0.007688705923595462,489
price_level_vs_future_1m,2024-04-30 00:00:00,5,0.00032071649355184335,488
price_level_vs_future_1m,2024-05-31 00:00:00,1,-0.0276605905831513,491
price_level_vs_future_1m,2024-05-31 00:00:00,2,-0.021411728048852358,489
price_level_vs_future_1m,2024-05-31 00:00:00,3,-0.011620819287880408,489
price_level_vs_future_1m,2024-05-31 00:00:00,4,-0.012195068142953831,490
price_level_vs_future_1m,2024-05-31 00:00:00,5,0.013002526537655417,490
price_level_vs_future_1m,2024-06-28 00:00:00,1,0.014842996859101072,495
price_level_vs_future_1m,2024-06-28 00:00:00,2,-0.022135526086751914,489
price_level_vs_future_1m,2024-06-28 00:00:00,3,-0.03666803970807237,491
price_level_vs_future_1m,2024-06-28 00:00:00,4,-0.047135622517830156,492
price_level_vs_future_1m,2024-06-28 00:00:00,5,-0.05883429283761643,492
price_level_vs_future_1m,2024-07-31 00:00:00,1,-0.03703934974081776,494
price_level_vs_future_1m,2024-07-31 00:00:00,2,-0.036105017347212005,492
price_level_vs_future_1m,2024-07-31 00:00:00,3,-0.04546210576704752,492
price_level_vs_future_1m,2024-07-31 00:00:00,4,-0.04022988836623755,494
price_level_vs_future_1m,2024-07-31 00:00:00,5,-0.03591388602208243,492
price_level_vs_future_1m,2024-08-30 00:00:00,1,0.009837835973297005,496
price_level_vs_future_1m,2024-08-30 00:00:00,2,-0.0032357241208719294,494
price_level_vs_future_1m,2024-08-30 00:00:00,3,-0.012076861771610528,497
price_level_vs_future_1m,2024-08-30 00:00:00,4,-0.002112480064329483,492
price_level_vs_future_1m,2024-08-30 00:00:00,5,-0.0058301396496903924,495
price_level_vs_future_1m,2024-09-30 00:00:00,1,-0.018375272413199147,498
price_level_vs_future_1m,2024-09-30 00:00:00,2,-0.020335032738906782,495
price_level_vs_future_1m,2024-09-30 00:00:00,3,-0.03433925069428792,496
price_level_vs_future_1m,2024-09-30 00:00:00,4,-0.028367387521272325,496
price_level_vs_future_1m,2024-09-30 00:00:00,5,-0.02582895490668485,497
price_level_vs_future_1m,2024-10-31 00:00:00,1,-0.0358857018642373,499
price_level_vs_future_1m,2024-10-31 00:00:00,2,-0.05334873971682781,498
price_level_vs_future_1m,2024-10-31 00:00:00,3,-0.05327561437889679,498
price_level_vs_future_1m,2024-10-31 00:00:00,4,-0.049766492921971,498
price_level_vs_future_1m,2024-10-31 00:00:00,5,-0.071212606848978,499
price_level_vs_future_1m,2024-11-29 00:00:00,1,0.03739131223217487,501
price_level_vs_future_1m,2024-11-29 00:00:00,2,-0.01756586610463693,503
price_level_vs_future_1m,2024-11-29 00:00:00,3,0.0045344405896422324,497
price_level_vs_future_1m,2024-11-29 00:00:00,4,-0.0027680223831298657,500
price_level_vs_future_1m,2024-11-29 00:00:00,5,-0.0005435069995182495,500
price_level_vs_future_1m,2024-12-30 00:00:00,1,0.033719357309194085,503
price_level_vs_future_1m,2024-12-30 00:00:00,2,0.03566551892876467,504
price_level_vs_future_1m,2024-12-30 00:00:00,3,0.0403260608232124,501
price_level_vs_future_1m,2024-12-30 00:00:00,4,0.05255550669089001,503
price_level_vs_future_1m,2024-12-30 00:00:00,5,0.04655238493718153,503
price_level_vs_future_1m,2025-01-31 00:00:00,1,0.004836624718105617,503
price_level_vs_future_1m,2025-01-31 00:00:00,2,0.0173719171882641,502
price_level_vs_future_1m,2025-01-31 00:00:00,3,0.03398437212311236,504
price_level_vs_future_1m,2025-01-31 00:00:00,4,0.024009597040630916,502
price_level_vs_future_1m,2025-01-31 00:00:00,5,0.02638308709839768,502
price_level_vs_future_1m,2025-02-28 00:00:00,1,-0.03500952190867326,506
price_level_vs_future_1m,2025-02-28 00:00:00,2,-0.06266278449703734,504
price_level_vs_future_1m,2025-02-28 00:00:00,3,-0.06933155898152739,505
price_level_vs_future_1m,2025-02-28 00:00:00,4,-0.06607202713355005,502
price_level_vs_future_1m,2025-02-28 00:00:00,5,-0.057550163539498794,505
price_level_vs_future_1m,2025-03-31 00:00:00,1,0.10931227627493087,504
price_level_vs_future_1m,2025-03-31 00:00:00,2,0.1107996425125654,504
price_level_vs_future_1m,2025-03-31 00:00:00,3,0.09507168928357805,504
price_level_vs_future_1m,2025-03-31 00:00:00,4,0.0753728975660662,504
price_level_vs_future_1m,2025-03-31 00:00:00,5,0.05785358633202658,504
price_level_vs_future_1m,2025-04-30 00:00:00,1,0.0220221455858229,506
price_level_vs_future_1m,2025-04-30 00:00:00,2,0.0251323375868957,499
price_level_vs_future_1m,2025-04-30 00:00:00,3,0.019215092433314457,502
price_level_vs_future_1m,2025-04-30 00:00:00,4,0.04132662632848966,502
price_level_vs_future_1m,2025-04-30 00:00:00,5,0.061572336245954956,503
price_level_vs_future_1m,2025-05-30 00:00:00,1,0.04796605629039084,506
price_level_vs_future_1m,2025-05-30 00:00:00,2,0.03842408996731082,503
price_level_vs_future_1m,2025-05-30 00:00:00,3,0.04226083110159409,505
price_level_vs_future_1m,2025-05-30 00:00:00,4,0.06718269959904653,503
price_level_vs_future_1m,2025-05-30 00:00:00,5,0.08840757326772276,505
price_level_vs_future_1m,2025-06-30 00:00:00,1,0.01911640923257753,502
price_level_vs_future_1m,2025-06-30 00:00:00,2,0.002655693635681232,502
price_level_vs_future_1m,2025-06-30 00:00:00,3,0.012454028723960614,502
price_level_vs_future_1m,2025-06-30 00:00:00,4,0.010665187451175147,504
price_level_vs_future_1m,2025-06-30 00:00:00,5,0.023295860027703726,500
price_level_vs_future_1m,2025-07-31 00:00:00,1,-0.004181412946846284,504
price_level_vs_future_1m,2025-07-31 00:00:00,2,-0.023231131786908398,505
price_level_vs_future_1m,2025-07-31 00:00:00,3,-0.021016722227064365,504
price_level_vs_future_1m,2025-07-31 00:00:00,4,-0.020268327393914383,503
price_level_vs_future_1m,2025-07-31 00:00:00,5,-0.015128788398368412,504
price_level_vs_future_1m,2025-08-29 00:00:00,1,0.008912216757949435,507
price_level_vs_future_1m,2025-08-29 00:00:00,2,0.008043817938962389,504
price_level_vs_future_1m,2025-08-29 00:00:00,3,0.025399582656083056,505
price_level_vs_future_1m,2025-08-29 00:00:00,4,0.05499550541019391,505
price_level_vs_future_1m,2025-08-29 00:00:00,5,0.04090354540317851,505
price_level_vs_future_1m,2025-09-30 00:00:00,1,-0.01251671568034403,505
price_level_vs_future_1m,2025-09-30 00:00:00,2,-0.01586958529846319,505
price_level_vs_future_1m,2025-09-30 00:00:00,3,-0.006766606757532624,505
price_level_vs_future_1m,2025-09-30 00:00:00,4,0.01859167059625086,505
price_level_vs_future_1m,2025-09-30 00:00:00,5,0.06594097697296848,505
price_level_vs_future_1m,2025-10-31 00:00:00,1,-0.025511388268970352,506
price_level_vs_future_1m,2025-10-31 00:00:00,2,-0.013126919718846358,503
price_level_vs_future_1m,2025-10-31 00:00:00,3,0.0010570208763796048,505
price_level_vs_future_1m,2025-10-31 00:00:00,4,-0.010368855995136771,505
price_level_vs_future_1m,2025-10-31 00:00:00,5,0.017029260023052217,504
price_level_vs_future_1m,2025-11-28 00:00:00,1,0.021803078014740986,508
price_level_vs_future_1m,2025-11-28 00:00:00,2,0.034571118310424295,506
price_level_vs_future_1m,2025-11-28 00:00:00,3,0.02294046364582126,506
price_level_vs_future_1m,2025-11-28 00:00:00,4,0.021227920046182517,506
price_level_vs_future_1m,2025-11-28 00:00:00,5,0.018829659804167384,507
price_level_vs_future_1m,2025-12-30 00:00:00,1,0.07646911873271432,514
price_level_vs_future_1m,2025-12-30 00:00:00,2,0.05315637449841857,505
price_level_vs_future_1m,2025-12-30 00:00:00,3,0.07116890693520576,509
price_level_vs_future_1m,2025-12-30 00:00:00,4,0.11684177707602017,510
price_level_vs_future_1m,2025-12-30 00:00:00,5,0.1855663498813726,509
price_level_vs_future_1m,2026-01-30 00:00:00,1,0.02126628051309538,512
