formation_date,eligible_universe_return,반전(1개월),모멘텀(6개월),저변동성,소형주,반전(1개월)_z,모멘텀(6개월)_z,저변동성_z,소형주_z,failed_signals,following_month_market_return
2000-08-31,-0.09348881608380538,-0.21784882441572026,-0.2555427047592057,0.007861230819283827,-0.10143698572289078,,,,,0,-0.1228667860301656
2000-09-29,-0.1228667860301656,-0.19012762559556476,-0.18831190816876062,-0.06982468801627557,-0.30787561737888836,,,,,0,0.0421604639611734
2000-10-31,0.0421604639611734,0.007843357457013637,-0.19148705395743224,0.006709607991291896,0.28094300417560114,,,,,0,-0.1374680609658413
2000-11-30,-0.1374680609658413,-0.08059229203361322,-0.19799811921653762,-0.0036305835210236077,-0.08181012126903472,,,,,0,0.4019759455498345
2000-12-26,0.4019759455498345,0.788704171302944,0.10723119107926052,0.057267911947179756,0.21181774864313271,,,,,0,0.05820723861079337
2001-01-31,0.05820723861079337,-0.05837114848275755,-0.01898472568429148,0.04565326679761251,0.23626975895776353,,,,,0,-0.08487801331371969
2001-02-28,-0.08487801331371969,-0.17848755228242402,-0.1854926219939158,-0.018474503210747003,0.2245362215908691,,,,,0,0.060977238851830505
2001-03-30,0.060977238851830505,-0.01818477238976763,-0.04909412818392358,0.012622196515728023,0.016635951912285896,,,,,0,0.12361905528523386
2001-04-30,0.12361905528523386,0.24130488380117507,0.042135827195911156,0.1050985276006414,0.22047220268235976,,,,,0,-0.006891535780471864
2001-05-31,-0.006891535780471864,-0.0014871850496763835,-0.07819395294376258,0.04142311174154616,0.12270251302027986,,,,,0,-0.10629912727868202
2001-06-29,-0.10629912727868202,0.29734058945983943,-0.06173997309663521,-0.05675688881609685,0.03455277175689277,,,,,0,-0.05519239558157916
2001-07-31,-0.05519239558157916,-0.10414665590574372,-0.19021488282580465,-0.024404653214826908,0.1669753092912872,,,,,0,-0.1507229785561449
2001-08-31,-0.1507229785561449,-0.2913802647212335,-0.2101342486186772,-0.06611599511735029,-0.27376419660504925,,,,,0,0.19456989531168542
2001-09-28,0.19456989531168542,0.31348885763105433,0.27241637941402247,0.05555761661403942,0.4185923830345805,,,,,0,0.09477578843641983
2001-10-31,0.09477578843641983,0.004630410402524698,-0.04325886169748903,0.060109379553363734,0.16216554098294053,,,,,0,-0.006309332387568158
2001-11-30,-0.006309332387568158,-0.2027874693308214,0.03317731469812792,0.03368796357311843,-0.03930990130569787,,,,,0,0.11264615207467156
2001-12-28,0.11264615207467156,0.011376260437274665,0.0724289933304154,0.03343300730961005,0.004987886245657258,,,,,0,0.027646927327755994
2002-01-31,0.027646927327755994,-0.15369114711194168,-0.0595659132639955,0.06730824384814924,-0.1835425895818732,,,,,0,0.11483339916563144
2002-02-28,0.11483339916563144,0.058390433800247436,0.1355581630227378,0.0900514659156384,-0.054331940450021335,,,,,0,-0.1245638942191818
2002-03-29,-0.1245638942191818,0.009179101385327697,-0.2231953969325328,0.3246476499544793,0.22950707696031866,,,,,0,-0.027643652815162137
2002-04-30,-0.027643652815162137,0.0007914443669107096,-0.014061643921851568,0.06126923767006429,0.02107807746397389,,,,,0,-0.1159443844181033
2002-05-31,-0.1159443844181033,-0.1542255511987995,-0.21862852107441602,-0.043071611389608355,-0.03056710171075799,,,,,0,-0.0020775147161333288
2002-06-28,-0.0020775147161333288,0.12040163599912138,-0.09156971447779275,0.021834380009434384,0.03982072096461869,,,,,0,0.025852949912038427
2002-07-31,0.025852949912038427,0.008956470871067265,-0.034894265929399974,0.05934811453741983,-0.0008364264864972733,,,,,0,-0.17150136343126907
2002-08-30,-0.17150136343126907,-0.3600096718463963,-0.17161352868454013,-0.001146669328317588,-0.16179422355998133,-1.619093442061215,-0.7652542236302906,-0.44024157627854316,-1.2139962369812152,2,0.047233007012176156
2002-09-30,0.047233007012176156,0.23391048505463122,-0.039407938092569775,0.005059415326007799,0.07139653763152452,1.0212727498927514,0.25096965461197746,-0.3495237802789489,0.13978076114021115,0,0.029861276589930666
2002-10-31,0.029861276589930666,-0.046833256134193584,0.13538342525688674,-0.0026666130768105423,0.087250166654706,-0.2133028742172313,1.5834321805021343,-0.4441591998987659,0.22696318801069776,0,-0.10394380694577238
2002-11-29,-0.10394380694577238,0.9791527820498935,-0.13714388569315572,-0.0505814324488122,0.9635087686930099,4.241354920786455,-0.5458571612972475,-1.0771032804511689,5.281647466385627,1,0.00017733891635153624
2002-12-30,0.00017733891635153624,1.2487084503275105,-0.045075991177985254,-0.03703455326534155,0.09710619993410044,4.150715263795839,0.16184931667618835,-0.8550841617421115,0.06496763888009718,0,-0.006012096828645564
2003-01-30,-0.006012096828645564,0.017796242022187603,-0.11585217912429911,-0.01014965764205334,-0.003300950519224777,-0.16548900488063933,-0.3849956203867765,-0.4683083646859204,-0.35783835428918387,0,-0.11919688507068942
2003-02-28,-0.11919688507068942,-0.28472699812523405,-0.12293792064666391,-0.04372987734878911,-0.19696976314870324,-1.0066910097578177,-0.4330754938206285,-0.9169680818092156,-1.1772444793198917,2,0.17127067037264201
2003-03-31,0.17127067037264201,0.1219745223336201,0.03798416917315028,0.06949821686396712,0.14679426425324507,0.16042918658844516,0.8482421320998711,0.6589472903674589,0.3250227618317174,0,0.09471829910472156
2003-04-30,0.09471829910472156,0.0024024651272594047,0.09964658869892698,0.02576355263642128,0.16206553536298815,-0.1811388024322349,1.3160424767704533,0.040388719732902444,0.38524844406683484,0,0.0546232395217579
2003-05-30,0.0546232395217579,0.04421584275594916,0.03337742608727696,-0.001755774038654671,0.25991001600008196,-0.057967579870462034,0.741442090355234,-0.34634869956669273,0.8055118735285137,0,-0.004934584946513742
2003-06-30,-0.004934584946513742,-0.06979701609805655,0.04195134033775324,-0.009591344123892506,0.037322340597168394,-0.3905042668835604,0.7927138027294143,-0.4522021742840321,-0.19026939237331889,0,-0.008560484753616645
2003-07-31,-0.008560484753616645,-0.14686774059340227,0.09759714680368452,0.00960387627491206,-0.0941843030137178,-0.6124215637153732,1.217992211734971,-0.16825802172745336,-0.772808994891291,0,-0.062090204545538624
2003-08-29,-0.062090204545538624,0.008384869540751405,-0.14168510870739834,-0.014881619024016546,-0.005273038123998605,-0.13690542271923795,-0.7183120715620712,-0.5233479649518149,-0.35777483944456434,0,0.006642006393780001
2003-09-30,0.006642006393780001,-0.007161780492987842,0.10061252343525276,-0.013457795701258915,-0.03285443132304674,-0.2040670476660247,1.213092630387967,-0.4916980100746567,-0.49678562797915,0,0.004683283466679318
2003-10-31,0.004683283466679318,-0.04372622347019495,-0.06937899089522674,0.010993005159345608,-0.03245501270199653,-0.3322785435842459,-0.2417548062114222,-0.16224036891152677,-0.5520913821430585,0,0.010779595649722449
2003-11-28,0.010779595649722449,-0.02839847758214383,0.052783951507762134,0.003043068400704241,0.12136817900484648,-0.28100388218135885,0.7451282410434829,-0.2823351904669406,0.21411037883207332,0,-0.02248532306171906
2003-12-30,-0.02248532306171906,-0.05711974437827476,0.028027834320343274,0.012239264808297326,-0.01068123258607256,-0.37324632940137054,0.4899297569026625,-0.14842626187576166,-0.4425484126126669,0,-0.002436558771596844
2004-01-30,-0.002436558771596844,-0.030773613144348434,-0.05973658414327576,0.015839294861440374,-0.051722177425992936,-0.2389240285382622,-0.24349442590035467,-0.0764825808021478,-0.6111598051611655,0,-0.008658734102371824
2004-02-27,-0.008658734102371824,-0.13233977157882043,-0.048603624122202975,-0.02005876388437287,0.010222304000703075,-0.5749338967414366,-0.13711609223785587,-0.6018367245506506,-0.27676012516438425,0,0.04720437307862776
2004-03-31,0.04720437307862776,0.010094956974288864,0.1572944579493109,0.013949708982154908,0.07768719572728786,-0.11201851995260118,1.6556249253247943,-0.09183156645575684,0.0773411958329182,0,-0.08383787499443658
2004-04-30,-0.08383787499443658,-0.09023691030491739,-0.10613655647006236,-0.0407547734364635,-0.034242139558651075,-0.44499385633232774,-0.7107831342866218,-0.9113610767041722,-0.47422154757776847,0,-0.026095510028713752
2004-05-31,-0.026095510028713752,0.05563130604203306,-0.06943945423419946,-0.0004306296547785767,0.24276641172575575,0.06583590795631711,-0.36007813918184556,-0.25033380298796604,0.9101086262365248,0,-0.05990313437922003
2004-06-30,-0.05990313437922003,-0.0811486081422314,-0.20466062596065898,-0.0001313563587032644,-0.09461974858798694,-0.39145648372058084,-1.520427657554397,-0.22846988958260825,-0.7459125087389031,1,0.06081936061511272
2004-07-30,0.06081936061511272,0.09746185056404609,0.14081873223502087,0.02862883607744999,0.05554690133842108,0.23572871802625708,1.4282144314455425,0.1876947042412085,-0.002716759827325767,0,0.02111786707111132
2004-08-31,0.02111786707111132,-0.050829810293318296,-0.15374577613314291,0.04558139145828916,0.13185332231829072,-0.27810554970117446,-1.094257148760439,0.42919267941019534,0.37977536806152706,1,-0.005811264110377932
2004-09-30,-0.005811264110377932,-0.051081971974263576,0.03612204835639427,0.025909906962133324,0.10051575932045781,-0.3061814186553131,0.47698759501091065,0.07719871090412353,0.18095616198130127,0,0.06801643725144159
2004-10-29,0.06801643725144159,0.11608909273183748,0.009809225125020471,0.07698641605687813,0.23607030518743216,0.29953752414361895,0.3406815381558625,0.9064948600311954,0.9459604561721526,0,0.025483525312858194
2004-11-30,0.025483525312858194,0.02185675900259847,0.0342490625333624,0.0006275259167205023,-0.021423004614121496,-0.03493325685981838,0.55322726274851,-0.3187381386540971,-0.40998202348143103,0,0.2588959267268528
2004-12-30,0.2588959267268528,0.4004066769084458,0.46083318758650826,0.06672587577220729,0.6434529159829773,1.2552153770506254,4.508026437388847,0.7448481356414521,3.044862917709418,0,0.13016387540107952
2005-01-31,0.13016387540107952,0.14374428317895183,-0.06154598559411735,0.1891517917987104,0.17032395267949738,0.3212406451736666,-0.35003806158005935,2.6538099587327975,0.439313351625555,0,-0.05482823784858172
2005-02-28,-0.05482823784858172,-0.0619678539732011,-0.08385726105564104,0.02725543155703196,-0.23904217508300232,-0.4071909887119307,-0.5158795141623927,0.045825589923044245,-1.5371464092991276,1,-0.036780408985633825
2005-03-31,-0.036780408985633825,-0.03900503474278104,-0.16363844917939954,-0.003288290395642949,0.044253009391398215,-0.3166824072538639,-1.0816472792226803,-0.3764096787886433,-0.1668537449140563,1,0.10366888426326859
2005-04-29,0.10366888426326859,0.16567426598555118,0.3170427138190633,-0.016230312621619877,0.05546962934137533,0.38440807989380055,2.588461476215548,-0.6654760281450867,-0.09200747348068215,0,0.11259734872866906
2005-05-31,0.11259734872866906,0.13544920262370114,0.21101911519590744,0.0521268035816318,0.4868404013709341,0.26561318498157044,1.5619357739976505,0.9378518261092903,1.9077850577460589,0,0.14701455595691176
2005-06-30,0.14701455595691176,0.18153938742793677,0.11691100739079575,0.09266906095032074,0.06803906512038438,0.3975053719334082,0.8121009109736146,1.8244063422776,-0.10036399601398704,0,-0.05467992812708112
2005-07-29,-0.05467992812708112,-0.11432890440171285,-0.15272538635593555,-0.01664098589490533,0.05729257436273482,-0.6188910237878894,-1.132568169580059,-0.7152270559687742,-0.1517127258765435,1,0.14674816617131772
2005-08-31,0.14674816617131772,0.1613726472016114,0.06322039978179733,0.08723370840379338,0.13336891064581083,0.3322695238323254,0.40699262319380136,1.6405769283377885,0.1798871468950418,0,0.07757219985829533
2005-09-30,0.07757219985829533,0.09555301600280759,0.08655732421667599,0.035907442316265976,0.17310885678705512,0.06130332582210892,0.534472033306583,0.4276638125507406,0.32663526918797325,0,0.18911340300183443
2005-10-31,0.18911340300183443,0.22497873493996373,0.048982733521174084,0.17159490326840376,0.2866250934762094,0.5301457813193347,0.24312468083749955,3.3248153137830325,0.8285460225323658,0,0.014802389430048416
2005-11-30,0.014802389430048416,-0.0865204125293772,-0.1394316701726593,0.010400227976536535,0.17486199177418188,-0.5910119223265213,-1.082220640246397,-0.2137706515605472,0.29350872457751115,1,-0.01381577294597694
2005-12-29,-0.01381577294597694,0.045471822894070674,0.011253688888866568,-0.0034521830396345154,0.18049584130165114,-0.027727930262317308,-0.006194262123934683,-0.5208123737423551,0.5520897953166364,0,0.001298585956680663
2006-01-31,0.001298585956680663,-0.02204223213109558,-0.026808163221756425,-0.001818851397463269,0.09730905468873668,-0.3232423405447417,-0.2896093819858364,-0.515502411878678,0.04337343568693717,0,0.0007867641332423486
2006-02-28,0.0007867641332423486,-0.06084525010926475,-0.031063693176959818,-0.0015456209990928449,0.08350985710473711,-0.6212412247591798,-0.3415891289090158,-0.5161317879652503,-0.055153981178365494,0,0.0444407548453922
