signal,universe_pct,holdings,aum_krw,cost_multiplier,participation,months,net_cagr,mdd,t_stat,p_value,mean_fill,robust
reversal_1m,1.0000000000000002,20,100000000.0,0.5,0.05,310,-0.09767045303382615,-0.9616054170300866,-0.07051411457186883,0.9437844667105459,0.955961557883487,False
reversal_1m,1.0000000000000002,20,100000000.0,1.0,0.05,310,-0.10022300621489333,-0.962819189229467,-0.10254724075149584,0.9183223177599575,0.955961557883487,False
reversal_1m,1.0000000000000002,20,100000000.0,1.5,0.05,310,-0.10276902385258968,-0.9639949366350258,-0.1345812016132645,0.8929430053135379,0.955961557883487,False
reversal_1m,1.0000000000000002,20,100000000.0,2.0,0.05,310,-0.10530852097052978,-0.96513383964481,-0.16661595819440075,0.8676722364006524,0.955961557883487,False
reversal_1m,1.0000000000000002,20,100000000.0,0.5,0.1,310,-0.09468535918140375,-0.9606967285745952,-0.02141703057929972,0.9829129882438077,0.9687464282903225,False
reversal_1m,1.0000000000000002,20,100000000.0,1.0,0.1,310,-0.09752558461500627,-0.9621176159519225,-0.056765489892909464,0.9547320046667289,0.9687464282903225,False
reversal_1m,1.0000000000000002,20,100000000.0,1.5,0.1,310,-0.10035778424131503,-0.9634876139853281,-0.09211436984882901,0.9266071715051964,0.9687464282903225,False
reversal_1m,1.0000000000000002,20,100000000.0,2.0,0.1,310,-0.1031819783349458,-0.9648085281868005,-0.12746359634938714,0.8985734840279305,0.9687464282903225,False
reversal_1m,1.0000000000000002,20,1000000000.0,0.5,0.025,310,-0.1048678277040197,-0.9509912051445122,-0.6302777287294372,0.5285128916773181,0.7689608438210753,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.0,0.025,310,-0.10829481661594964,-0.9554999163510448,-0.6829348454493117,0.4946480141313798,0.7689608438210753,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.5,0.025,310,-0.11170983401566015,-0.9595979649950346,-0.7355915189722606,0.4619793254434319,0.7689608438210753,False
reversal_1m,1.0000000000000002,20,1000000000.0,2.0,0.025,310,-0.11511291774592314,-0.9633198169234508,-0.7882476884879471,0.43055183963300947,0.7689608438210753,False
reversal_1m,1.0000000000000002,20,1000000000.0,0.5,0.05,310,-0.10648408536541965,-0.9594233647615755,-0.46829372590810886,0.6395745545460405,0.8426813406904917,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.0,0.05,310,-0.11103388536763714,-0.9643111687127739,-0.533314999190325,0.5938155464728732,0.8426813406904917,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.5,0.05,310,-0.11556255126878301,-0.9686120084406968,-0.5983350827592661,0.549616372153563,0.8426813406904917,False
reversal_1m,1.0000000000000002,20,1000000000.0,2.0,0.05,310,-0.1200701718840902,-0.9723961531100038,-0.6633538605035528,0.5071039488080098,0.8426813406904917,False
reversal_1m,1.0000000000000002,20,1000000000.0,0.5,0.1,310,-0.10900569687161132,-0.9622610266158531,-0.3872976547150978,0.6985358615914583,0.8928893901823196,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.0,0.1,310,-0.11462214958139805,-0.9677036094397138,-0.4642064235068065,0.6424998594893574,0.8928893901823196,False
reversal_1m,1.0000000000000002,20,1000000000.0,1.5,0.1,310,-0.12020633567789463,-0.9723637074975762,-0.5411143559355124,0.5884287637941301,0.8928893901823196,False
reversal_1m,1.0000000000000002,20,1000000000.0,2.0,0.1,310,-0.1257584227210835,-0.9763534703624016,-0.6180212173475438,0.5365613525827553,0.8928893901823196,False
reversal_1m,1.0000000000000002,20,10000000000.0,0.5,0.025,310,-0.09533043412550402,-0.9291136808861263,-1.6747694899339176,0.09397946723170669,0.4204906053285522,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.0,0.025,310,-0.09789535801375415,-0.9338628612821246,-1.7377201674354799,0.08226013336019,0.4204906053285522,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.5,0.025,310,-0.10045367978679642,-0.9382949945483798,-1.8006616916524567,0.07175621910833452,0.4204906053285522,False
reversal_1m,1.0000000000000002,20,10000000000.0,2.0,0.025,310,-0.10300541474432345,-0.9424311704896438,-1.863593818013824,0.0623787664578237,0.4204906053285522,False
reversal_1m,1.0000000000000002,20,10000000000.0,0.5,0.05,310,-0.10028615509903605,-0.9421628822465364,-1.329108389770151,0.18381221274215576,0.5287436263676322,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.0,0.05,310,-0.1045139079300047,-0.9483105034963222,-1.417285405634922,0.1563995003578298,0.5287436263676322,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.5,0.05,310,-0.10872357780210817,-0.9538068959587579,-1.5054513152800326,0.13220808456843036,0.5287436263676322,False
reversal_1m,1.0000000000000002,20,10000000000.0,2.0,0.05,310,-0.11291523452661689,-0.9587208108856516,-1.5936056215034269,0.11102439461195956,0.5287436263676322,False
reversal_1m,1.0000000000000002,20,10000000000.0,0.5,0.1,310,-0.10415206579803382,-0.9499800117060786,-1.0136741357408245,0.31073826955923245,0.638696338719258,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.0,0.1,310,-0.11075110622961115,-0.9579789080129573,-1.132489980756341,0.25742849430355697,0.638696338719258,False
reversal_1m,1.0000000000000002,20,10000000000.0,1.5,0.1,310,-0.11730583231276359,-0.9647026971597117,-1.2512929002871347,0.2108276347929754,0.638696338719258,False
reversal_1m,1.0000000000000002,20,10000000000.0,2.0,0.1,310,-0.12381651306033137,-0.970354001795285,-1.3700819357337792,0.17066132607067597,0.638696338719258,False
reversal_1m,1.0000000000000002,30,100000000.0,0.5,0.025,310,-0.09123812399007203,-0.9442937783954527,-0.25044265193336873,0.802245048806691,0.9498343910878262,False
reversal_1m,1.0000000000000002,30,100000000.0,1.0,0.025,310,-0.09330195506073258,-0.9454363699524154,-0.2793941210988745,0.77994238220867,0.9498343910878262,False
reversal_1m,1.0000000000000002,30,100000000.0,1.5,0.025,310,-0.09536152263366549,-0.9465557598482808,-0.3083473707991389,0.757818024117292,0.9498343910878262,False
reversal_1m,1.0000000000000002,30,100000000.0,2.0,0.025,310,-0.0974168346546006,-0.9487304654055166,-0.33730238314715366,0.7358889633724042,0.9498343910878262,False
reversal_1m,1.0000000000000002,30,100000000.0,0.5,0.05,310,-0.08724689305374866,-0.9436551858470826,-0.17985355752293342,0.8572675362784694,0.9652021973184329,False
reversal_1m,1.0000000000000002,30,100000000.0,1.0,0.05,310,-0.08955826947815804,-0.9449938163040406,-0.2119039467375678,0.8321819714664371,0.9652021973184329,False
reversal_1m,1.0000000000000002,30,100000000.0,1.5,0.05,310,-0.09186433734461452,-0.9463009655235637,-0.24395603226635618,0.8072648723704761,0.9652021973184329,False
reversal_1m,1.0000000000000002,30,100000000.0,2.0,0.05,310,-0.09416510762089603,-0.9475773663082685,-0.2760097801104911,0.7825405544709834,0.9652021973184329,False
reversal_1m,1.0000000000000002,30,100000000.0,0.5,0.1,310,-0.08276900062727544,-0.9413099138096748,-0.10895900166048916,0.9132350086013494,0.9749794615258062,False
reversal_1m,1.0000000000000002,30,100000000.0,1.0,0.1,310,-0.08530783091068161,-0.9428873065697346,-0.14380770986790137,0.8856523145694255,0.9749794615258062,False
reversal_1m,1.0000000000000002,30,100000000.0,1.5,0.1,310,-0.0878403110221967,-0.9444227463772615,-0.17865756143785588,0.8582065940229402,0.9749794615258062,False
reversal_1m,1.0000000000000002,30,100000000.0,2.0,0.1,310,-0.09036645520403253,-0.9459173372945969,-0.21350849826445875,0.8309303612801053,0.9749794615258062,False
reversal_1m,1.0000000000000002,30,1000000000.0,0.5,0.025,310,-0.10887641100883116,-0.9576439170136584,-0.8625270546372495,0.38839755183431857,0.8074178222914671,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.0,0.025,310,-0.11225402700702591,-0.9615055327610504,-0.9181924685780969,0.3585181109219082,0.8074178222914671,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.5,0.025,310,-0.11561995010361414,-0.965016188984585,-0.9738569492302676,0.33012757189388786,0.8074178222914671,False
reversal_1m,1.0000000000000002,30,1000000000.0,2.0,0.025,310,-0.11897421696633692,-0.9682076818628488,-1.0295204410785057,0.3032351793342316,0.8074178222914671,False
reversal_1m,1.0000000000000002,30,1000000000.0,0.5,0.05,310,-0.10766355997048804,-0.957351716672051,-0.6862087453964199,0.4925814837490927,0.8712784981645241,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.0,0.05,310,-0.11201601374698666,-0.9621967821223767,-0.7536569257889941,0.45105525276700886,0.8712784981645241,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.5,0.05,310,-0.11634908550809897,-0.9664931512613846,-0.8211042544157788,0.41158688690338185,0.8712784981645241,False
reversal_1m,1.0000000000000002,30,1000000000.0,2.0,0.05,310,-0.12066285340569605,-0.9703027673060491,-0.888550619229386,0.3742446399371495,0.8712784981645241,False
reversal_1m,1.0000000000000002,30,1000000000.0,0.5,0.1,310,-0.10058363179496066,-0.9507191372481409,-0.47127800019950417,0.6374422239066175,0.9140280395538096,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.0,0.1,310,-0.10589141165103544,-0.9573844765301681,-0.5496053901837947,0.582590060966174,0.9140280395538096,False
reversal_1m,1.0000000000000002,30,1000000000.0,1.5,0.1,310,-0.11117062164924207,-0.9631565866005551,-0.627937522808197,0.5300448689453439,0.9140280395538096,False
reversal_1m,1.0000000000000002,30,1000000000.0,2.0,0.1,310,-0.1164214009025839,-0.9681493049066335,-0.7062741693504183,0.48001765372662275,0.9140280395538096,False
reversal_1m,1.0000000000000002,30,10000000000.0,0.5,0.025,310,-0.0924750206706737,-0.9272861727598696,-1.7181012442092853,0.08577814994078392,0.4670015325183817,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.0,0.025,310,-0.09525509537584931,-0.9324504286971178,-1.7889038778162742,0.07363029718653369,0.4670015325183817,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.5,0.025,310,-0.09802741489321076,-0.9372491923228556,-1.8597006906969993,0.06292788426625662,0.4670015325183817,False
reversal_1m,1.0000000000000002,30,10000000000.0,2.0,0.025,310,-0.10079199875946931,-0.9417082400832488,-1.9304914386635452,0.053545974991051626,0.4670015325183817,False
reversal_1m,1.0000000000000002,30,10000000000.0,0.5,0.05,310,-0.10203510208614408,-0.9447424029749281,-1.4739147469604668,0.1405045466591497,0.5783291220962526,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.0,0.05,310,-0.10650685945864224,-0.9512342948601417,-1.5708184468395459,0.11622482596854677,0.5783291220962526,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.5,0.05,310,-0.1109583047128937,-0.956965875558331,-1.6677103750900772,0.09537323482848148,0.5783291220962526,False
reversal_1m,1.0000000000000002,30,10000000000.0,2.0,0.05,310,-0.11538952130801172,-0.962025911216067,-1.7645900698111259,0.0776326856005709,0.5783291220962526,False
reversal_1m,1.0000000000000002,30,10000000000.0,0.5,0.1,310,-0.11076106803674757,-0.9580254203641448,-1.2583737633520942,0.2082566158285264,0.6870146985022948,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.0,0.1,310,-0.1175347771204418,-0.9653146430019641,-1.3866392457516792,0.16555179484007354,0.6870146985022948,False
reversal_1m,1.0000000000000002,30,10000000000.0,1.5,0.1,310,-0.12426136113659103,-0.9713416921458561,-1.5148929558511055,0.1297995145480786,0.6870146985022948,False
reversal_1m,1.0000000000000002,30,10000000000.0,2.0,0.1,310,-0.13094111702643985,-0.9763244867542591,-1.6431340750238994,0.10035519608700283,0.6870146985022948,False
reversal_1m,1.0000000000000002,50,100000000.0,0.5,0.025,310,-0.025359242234359702,-0.8155536376494155,0.52181156154896,0.601801539031835,0.9628456744593703,False
reversal_1m,1.0000000000000002,50,100000000.0,1.0,0.025,310,-0.027345185153668128,-0.8169255534582897,0.49408335552751426,0.6212473122310211,0.9628456744593703,False
reversal_1m,1.0000000000000002,50,100000000.0,1.5,0.025,310,-0.029327446665862955,-0.8182875360148438,0.466354201112488,0.6409619880962762,0.9628456744593703,False
reversal_1m,1.0000000000000002,50,100000000.0,2.0,0.025,310,-0.031306032928497096,-0.8205679401443786,0.4386241135893949,0.6609339216340406,0.9628456744593703,False
reversal_1m,1.0000000000000002,50,100000000.0,0.5,0.05,310,-0.020272446408871936,-0.8133411276176721,0.6040332291315055,0.5458215501272421,0.9746592303338709,False
reversal_1m,1.0000000000000002,50,100000000.0,1.0,0.05,310,-0.022464794670788435,-0.8149497026605086,0.5738706243129581,0.5660553528664947,0.9746592303338709,False
reversal_1m,1.0000000000000002,50,100000000.0,1.5,0.05,310,-0.024652690901308172,-0.8165447855901006,0.5437073506959818,0.5866428732972446,0.9746592303338709,False
reversal_1m,1.0000000000000002,50,100000000.0,2.0,0.05,310,-0.026836143238680554,-0.8181264864749009,0.5135434344535382,0.607571236111724,0.9746592303338709,False
reversal_1m,1.0000000000000002,50,100000000.0,0.5,0.1,310,-0.01602159737354214,-0.8126968662834548,0.6673765628415543,0.5045316326050373,0.9815782429330262,False
reversal_1m,1.0000000000000002,50,100000000.0,1.0,0.1,310,-0.018385588906855488,-0.8145490046112333,0.6351472568856984,0.5253323785322082,0.9815782429330262,False
reversal_1m,1.0000000000000002,50,100000000.0,1.5,0.1,310,-0.02074444013656107,-0.8163833200912239,0.6029174444495456,0.5465636104670302,0.9815782429330262,False
reversal_1m,1.0000000000000002,50,100000000.0,2.0,0.1,310,-0.02309816109955809,-0.8181999795063858,0.57068716646162,0.568211719684923,0.9815782429330262,False
reversal_1m,1.0000000000000002,50,1000000000.0,0.5,0.025,310,-0.0604269557784437,-0.855446764067948,-0.18922761207885472,0.8499144272830579,0.844294811373053,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.0,0.025,310,-0.06387561771984696,-0.8679218938991932,-0.24585834842517007,0.8057918874290169,0.844294811373053,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.5,0.025,310,-0.06731270759690144,-0.8793238437907325,-0.30248917192950825,0.7622791866372876,0.844294811373053,False
reversal_1m,1.0000000000000002,50,1000000000.0,2.0,0.025,310,-0.07073826061534116,-0.8897446386132987,-0.3591200382442207,0.7195052917869305,0.844294811373053,False
reversal_1m,1.0000000000000002,50,1000000000.0,0.5,0.05,310,-0.04864657803557937,-0.8308131079365392,0.09774195102133662,0.9221372029239017,0.8981232874664131,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.0,0.05,310,-0.053001970303146906,-0.8383109759722367,0.03135807788803905,0.9749839736947461,0.8981232874664131,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.5,0.05,310,-0.05733914414079899,-0.8501838746830429,-0.03502727115437749,0.9720579949752806,0.8981232874664131,False
reversal_1m,1.0000000000000002,50,1000000000.0,2.0,0.05,310,-0.06165816860341944,-0.8662323858974039,-0.1014140074036473,0.9192218175015547,0.8981232874664131,False
reversal_1m,1.0000000000000002,50,1000000000.0,0.5,0.1,310,-0.037139199623057784,-0.8254958677055946,0.32462279648799663,0.7454665717654285,0.9350826686612441,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.0,0.1,310,-0.04239022749636867,-0.8351656122625972,0.24839047932145228,0.8038322992110607,0.9350826686612441,False
reversal_1m,1.0000000000000002,50,1000000000.0,1.5,0.1,310,-0.047615122297164136,-0.8443039185244858,0.17215164792304233,0.8633183096404216,0.9350826686612441,False
reversal_1m,1.0000000000000002,50,1000000000.0,2.0,0.1,310,-0.05281400173152795,-0.8529397525551138,0.09590649792531337,0.9235948337749089,0.9350826686612441,False
reversal_1m,1.0000000000000002,50,10000000000.0,0.5,0.025,310,-0.061160813100721856,-0.829882996633049,-1.0318705586443262,0.30213275972388387,0.5193558714406221,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.0,0.025,310,-0.06427102689341946,-0.8428382421950772,-1.112618962540985,0.26587211285489,0.5193558714406221,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.5,0.025,310,-0.06737183957185089,-0.8548102487534954,-1.1933692019954127,0.2327248111460305,0.5193558714406221,False
reversal_1m,1.0000000000000002,50,10000000000.0,2.0,0.025,310,-0.07046327684814013,-0.8663540393988045,-1.2741210130199112,0.20262053247581768,0.5193558714406221,False
reversal_1m,1.0000000000000002,50,10000000000.0,0.5,0.05,310,-0.06773885139315472,-0.8628647196104837,-0.8311486066784742,0.4058896837155661,0.6334979760304916,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.0,0.05,310,-0.07264727042982899,-0.8798049691378869,-0.9385701416902972,0.34795148876402116,0.6334979760304916,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.5,0.05,310,-0.07753207864702083,-0.8946589821271721,-1.0459934061803116,0.2955640767385468,0.6334979760304916,False
reversal_1m,1.0000000000000002,50,10000000000.0,2.0,0.05,310,-0.08239337894667431,-0.9076828974726827,-1.1534179505593063,0.24873887711714548,0.6334979760304916,False
reversal_1m,1.0000000000000002,50,10000000000.0,0.5,0.1,310,-0.0703134306011961,-0.8754622965237582,-0.6080206618179207,0.5431737703056323,0.737844047710149,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.0,0.1,310,-0.07754302897329557,-0.8975007485481533,-0.7461315733334337,0.4555879381759893,0.737844047710149,False
reversal_1m,1.0000000000000002,50,10000000000.0,1.5,0.1,310,-0.0847212144251317,-0.9156502948167763,-0.8842441906129282,0.3765644080640409,0.737844047710149,False
reversal_1m,1.0000000000000002,50,10000000000.0,2.0,0.1,310,-0.09184831854628728,-0.9305952172114087,-1.0223578084524927,0.3066115819046451,0.737844047710149,False
momentum_6m,0.2,10,100000000.0,0.5,0.025,310,-0.43963648476303163,-0.9999997532262611,-4.58963423827955,4.44023371293234e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.0,0.025,310,-0.4403231500441894,-0.9999997607299826,-4.601624188184833,4.192090865995368e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.5,0.025,310,-0.4410090516370119,-0.9999997680063554,-4.61361396728374,3.957271130117235e-06,1.0,False
momentum_6m,0.2,10,100000000.0,2.0,0.025,310,-0.4416941903061835,-0.999999775062243,-4.625603574121247,3.7350909631861384e-06,1.0,False
momentum_6m,0.2,10,100000000.0,0.5,0.05,310,-0.43963648476303163,-0.9999997532262611,-4.58963423827955,4.44023371293234e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.0,0.05,310,-0.4403231500441894,-0.9999997607299826,-4.601624188184833,4.192090865995368e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.5,0.05,310,-0.4410090516370119,-0.9999997680063554,-4.61361396728374,3.957271130117235e-06,1.0,False
momentum_6m,0.2,10,100000000.0,2.0,0.05,310,-0.4416941903061835,-0.999999775062243,-4.625603574121247,3.7350909631861384e-06,1.0,False
momentum_6m,0.2,10,100000000.0,0.5,0.1,310,-0.43963648476303163,-0.9999997532262611,-4.58963423827955,4.44023371293234e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.0,0.1,310,-0.4403231500441894,-0.9999997607299826,-4.601624188184833,4.192090865995368e-06,1.0,False
momentum_6m,0.2,10,100000000.0,1.5,0.1,310,-0.4410090516370119,-0.9999997680063554,-4.61361396728374,3.957271130117235e-06,1.0,False
momentum_6m,0.2,10,100000000.0,2.0,0.1,310,-0.4416941903061835,-0.999999775062243,-4.625603574121247,3.7350909631861384e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,0.5,0.025,310,-0.4410112983725394,-0.999999768000465,-4.614705803383956,3.936525299952365e-06,0.9993230202159907,False
momentum_6m,0.2,10,1000000000.0,1.0,0.025,310,-0.44316950977897895,-0.9999997895348046,-4.652514102013156,3.2791230539785943e-06,0.9993230202159907,False
momentum_6m,0.2,10,1000000000.0,1.5,0.025,310,-0.44532015500274413,-0.9999998090770115,-4.690320609199808,2.7277729190977595e-06,0.9993230202159907,False
momentum_6m,0.2,10,1000000000.0,2.0,0.025,310,-0.4474632579348544,-0.999999826810757,-4.728125280870605,2.266023584773791e-06,0.9993230202159907,False
momentum_6m,0.2,10,1000000000.0,0.5,0.05,310,-0.4411202861743102,-0.9999997691661774,-4.615559624374904,3.920374636923185e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,1.0,0.05,310,-0.4432838893190928,-0.9999997906487882,-4.653473404752148,3.263897183414244e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,1.5,0.05,310,-0.44543988859559136,-0.9999998101388261,-4.691385414146956,2.7136123561533054e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,2.0,0.05,310,-0.44758830806880245,-0.9999998278204851,-4.72929560655763,2.2530014409660737e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,0.5,0.1,310,-0.4411202861743102,-0.9999997691661774,-4.615559624374904,3.920374636923185e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,1.0,0.1,310,-0.4432838893190928,-0.9999997906487882,-4.653473404752148,3.263897183414244e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,1.5,0.1,310,-0.44543988859559136,-0.9999998101388261,-4.691385414146956,2.7136123561533054e-06,1.0,False
momentum_6m,0.2,10,1000000000.0,2.0,0.1,310,-0.44758830806880245,-0.9999998278204851,-4.72929560655763,2.2530014409660737e-06,1.0,False
momentum_6m,0.2,10,10000000000.0,0.5,0.025,310,-0.3319383289879754,-0.9999761796823664,-4.599209342307771,4.2409744855920195e-06,0.6822970248414831,False
momentum_6m,0.2,10,10000000000.0,1.0,0.025,310,-0.33514093825677627,-0.9999788545543944,-4.663524139574388,3.108397035767041e-06,0.6822970248414831,False
momentum_6m,0.2,10,10000000000.0,1.5,0.025,310,-0.33832954649252567,-0.999981230005748,-4.727835901230204,2.2692546219893472e-06,0.6822970248414831,False
momentum_6m,0.2,10,10000000000.0,2.0,0.025,310,-0.34150420905145773,-0.9999833394466138,-4.792144503877343,1.6500798185603571e-06,0.6822970248414831,False
momentum_6m,0.2,10,10000000000.0,0.5,0.05,310,-0.39669203950475407,-0.9999983166965497,-4.803769253910191,1.5570626081817807e-06,0.8386374827770113,False
momentum_6m,0.2,10,10000000000.0,1.0,0.05,310,-0.40128843406476555,-0.9999986089656405,-4.8904859824073945,1.005873221604503e-06,0.8386374827770113,False
momentum_6m,0.2,10,10000000000.0,1.5,0.05,310,-0.40585285225167445,-0.999998850635814,-4.977198650399995,6.451110572402996e-07,0.8386374827770113,False
momentum_6m,0.2,10,10000000000.0,2.0,0.05,310,-0.41038549554543735,-0.9999990504414605,-5.0639070728124285,4.10749927404197e-07,0.8386374827770113,False
momentum_6m,0.2,10,10000000000.0,0.5,0.1,310,-0.4322063025419294,-0.9999996485030678,-4.7626544134291455,1.9106289219639194e-06,0.9512580111851658,False
momentum_6m,0.2,10,10000000000.0,1.0,0.1,310,-0.43815153538921825,-0.9999997302116576,-4.870250549731927,1.1145682901059217e-06,0.9512580111851658,False
momentum_6m,0.2,10,10000000000.0,1.5,0.1,310,-0.44403998143092394,-0.9999997929778379,-4.977837890648622,6.429847205779993e-07,0.9512580111851658,False
momentum_6m,0.2,10,10000000000.0,2.0,0.1,310,-0.44987213141203963,-0.999999841181056,-5.0854159379794,3.668212757990119e-07,0.9512580111851658,False
momentum_6m,0.2,20,100000000.0,0.5,0.025,310,-0.34958317295744545,-0.9999895641999684,-4.256527263689117,2.076267279571553e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.0,0.025,310,-0.3501671289302548,-0.9999897939486554,-4.267403069968947,1.977616525383752e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.5,0.025,310,-0.35075060779478917,-0.9999900186574839,-4.278278994426165,1.8834386296795458e-05,1.0,False
momentum_6m,0.2,20,100000000.0,2.0,0.025,310,-0.3513336099028834,-0.9999902384366121,-4.289155036196794,1.793541477979055e-05,1.0,False
momentum_6m,0.2,20,100000000.0,0.5,0.05,310,-0.34958317295744545,-0.9999895641999684,-4.256527263689117,2.076267279571553e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.0,0.05,310,-0.3501671289302548,-0.9999897939486554,-4.267403069968947,1.977616525383752e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.5,0.05,310,-0.35075060779478917,-0.9999900186574839,-4.278278994426165,1.8834386296795458e-05,1.0,False
momentum_6m,0.2,20,100000000.0,2.0,0.05,310,-0.3513336099028834,-0.9999902384366121,-4.289155036196794,1.793541477979055e-05,1.0,False
momentum_6m,0.2,20,100000000.0,0.5,0.1,310,-0.34958317295744545,-0.9999895641999684,-4.256527263689117,2.076267279571553e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.0,0.1,310,-0.3501671289302548,-0.9999897939486554,-4.267403069968947,1.977616525383752e-05,1.0,False
momentum_6m,0.2,20,100000000.0,1.5,0.1,310,-0.35075060779478917,-0.9999900186574839,-4.278278994426165,1.8834386296795458e-05,1.0,False
momentum_6m,0.2,20,100000000.0,2.0,0.1,310,-0.3513336099028834,-0.9999902384366121,-4.289155036196794,1.793541477979055e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,0.5,0.025,310,-0.3508452484095005,-0.9999900546549407,-4.280043925085345,1.868564307772047e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.0,0.025,310,-0.3526869902992993,-0.9999907308726202,-4.314437445451474,1.6000983221520215e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.5,0.025,310,-0.3545239763032557,-0.9999913612692549,-4.348832110221688,1.3686443554927763e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,2.0,0.025,310,-0.3563562175077951,-0.9999919489390574,-4.383227892060515,1.1693367834908486e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,0.5,0.05,310,-0.3508452484095005,-0.9999900546549407,-4.280043925085345,1.868564307772047e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.0,0.05,310,-0.3526869902992993,-0.9999907308726202,-4.314437445451474,1.6000983221520215e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.5,0.05,310,-0.3545239763032557,-0.9999913612692549,-4.348832110221688,1.3686443554927763e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,2.0,0.05,310,-0.3563562175077951,-0.9999919489390574,-4.383227892060515,1.1693367834908486e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,0.5,0.1,310,-0.3508452484095005,-0.9999900546549407,-4.280043925085345,1.868564307772047e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.0,0.1,310,-0.3526869902992993,-0.9999907308726202,-4.314437445451474,1.6000983221520215e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,1.5,0.1,310,-0.3545239763032557,-0.9999913612692549,-4.348832110221688,1.3686443554927763e-05,1.0,False
momentum_6m,0.2,20,1000000000.0,2.0,0.1,310,-0.3563562175077951,-0.9999919489390574,-4.383227892060515,1.1693367834908486e-05,1.0,False
momentum_6m,0.2,20,10000000000.0,0.5,0.025,310,-0.3243565465773166,-0.9999691083764953,-4.878367523407943,1.0696747114735672e-06,0.8212907376793199,False
momentum_6m,0.2,20,10000000000.0,1.0,0.025,310,-0.3280318621645638,-0.9999729860557871,-4.956735055022792,7.168762654607974e-07,0.8212907376793199,False
momentum_6m,0.2,20,10000000000.0,1.5,0.025,310,-0.33168888793209605,-0.9999763784746872,-5.035097550783012,4.776055482214048e-07,0.8212907376793199,False
momentum_6m,0.2,20,10000000000.0,2.0,0.025,310,-0.3353277064593082,-0.9999793461734992,-5.113454945726643,3.1631922814412405e-07,0.8212907376793199,False
momentum_6m,0.2,20,10000000000.0,0.5,0.05,310,-0.3481853915605483,-0.9999885173169778,-4.613637916191129,3.956814958350208e-06,0.9446888255825816,False
momentum_6m,0.2,20,10000000000.0,1.0,0.05,310,-0.3531391464387609,-0.9999904911657754,-4.711456238241096,2.459529169218655e-06,0.9446888255825816,False
