signal,universe_pct,holdings,aum_krw,cost_multiplier,participation,months,net_cagr,mdd,t_stat,p_value,mean_fill,robust
low_volatility,0.2,20,1000000000.0,2.0,0.05,310,0.0028432005908323177,-0.6108183353478533,0.5761551647220186,0.5645103072153359,1.0,False
low_volatility,0.2,20,1000000000.0,0.5,0.1,310,0.012651100276583005,-0.5576278490390034,0.8267732201455696,0.40836561144541483,1.0,False
low_volatility,0.2,20,1000000000.0,1.0,0.1,310,0.009372098624289782,-0.5761151030638136,0.7432481933927928,0.4573314304893583,1.0,False
low_volatility,0.2,20,1000000000.0,1.5,0.1,310,0.006102807423019385,-0.5938347087342217,0.6597087914622829,0.5094407238580025,1.0,False
low_volatility,0.2,20,1000000000.0,2.0,0.1,310,0.0028432005908323177,-0.6108183353478533,0.5761551647220186,0.5645103072153359,1.0,False
low_volatility,0.2,20,10000000000.0,0.5,0.025,310,0.0010606272411883833,-0.546872760553721,0.4324173972751354,0.6654380760061409,0.7668429827995369,False
low_volatility,0.2,20,10000000000.0,1.0,0.025,310,-0.00486660369528491,-0.5792127196220676,0.23789302834623022,0.811964062888133,0.7668429827995369,False
low_volatility,0.2,20,10000000000.0,1.5,0.025,310,-0.01076169423721407,-0.6092588183437956,0.043384022454144425,0.9653954139439285,0.7668429827995369,False
low_volatility,0.2,20,10000000000.0,2.0,0.025,310,-0.01662480267411559,-0.6371727469181949,-0.15110867814092982,0.8798899869443604,0.7668429827995369,False
low_volatility,0.2,20,10000000000.0,0.5,0.05,310,0.001400002921182697,-0.6101231255190047,0.5134640452045457,0.6076267552923396,0.9343328473085369,False
low_volatility,0.2,20,10000000000.0,1.0,0.05,310,-0.007318813740113006,-0.6516427304649111,0.2739313262026681,0.784137397194915,0.9343328473085369,False
low_volatility,0.2,20,10000000000.0,1.5,0.05,310,-0.01596806079528401,-0.6887669193685239,0.034364722755356625,0.9725863140098141,0.9343328473085369,False
low_volatility,0.2,20,10000000000.0,2.0,0.05,310,-0.024548242771597173,-0.721958231830756,-0.20523465287690112,0.8373887965684905,0.9343328473085369,False
low_volatility,0.2,20,10000000000.0,0.5,0.1,310,0.0035034634314874413,-0.6074745585143229,0.59172618995894,0.554033955881891,0.9965268581587744,False
low_volatility,0.2,20,10000000000.0,1.0,0.1,310,-0.006643983212618831,-0.6567537523678777,0.3292311489653932,0.7419809806486435,0.9965268581587744,False
low_volatility,0.2,20,10000000000.0,1.5,0.1,310,-0.016697501742392262,-0.699882393537588,0.06663986865298827,0.9468684056775176,0.9965268581587744,False
low_volatility,0.2,20,10000000000.0,2.0,0.1,310,-0.026657881412100903,-0.7376236156276189,-0.196043606888901,0.8445760348106772,0.9965268581587744,False
low_volatility,0.2,30,100000000.0,0.5,0.025,310,0.013604699263405573,-0.5728019165129548,0.8629440795420528,0.38816821352195774,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.0,0.025,310,0.012758176932684995,-0.5774467814288992,0.8424177237818158,0.39955417563453777,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.5,0.025,310,0.01191230107640684,-0.5820414834446828,0.8218904670039174,0.411139239038979,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,2.0,0.025,310,0.011067071246865678,-0.5865865606294463,0.8013623113908634,0.4229219271592637,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,0.5,0.05,310,0.013604699263405573,-0.5728019165129548,0.8629440795420528,0.38816821352195774,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.0,0.05,310,0.012758176932684995,-0.5774467814288992,0.8424177237818158,0.39955417563453777,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.5,0.05,310,0.01191230107640684,-0.5820414834446828,0.8218904670039174,0.411139239038979,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,2.0,0.05,310,0.011067071246865678,-0.5865865606294463,0.8013623113908634,0.4229219271592637,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,0.5,0.1,310,0.013604699263405573,-0.5728019165129548,0.8629440795420528,0.38816821352195774,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.0,0.1,310,0.012758176932684995,-0.5774467814288992,0.8424177237818158,0.39955417563453777,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,1.5,0.1,310,0.01191230107640684,-0.5820414834446828,0.8218904670039174,0.411139239038979,0.9999999999999998,False
low_volatility,0.2,30,100000000.0,2.0,0.1,310,0.011067071246865678,-0.5865865606294463,0.8013623113908634,0.4229219271592637,0.9999999999999998,False
low_volatility,0.2,30,1000000000.0,0.5,0.025,310,0.0117750952575435,-0.5827824069375105,0.8185592669814299,0.41303791482037666,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.0,0.025,310,0.009104781541726892,-0.5969630455566234,0.7536400170551616,0.45106540857666233,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.5,0.025,310,0.006440913231146039,-0.6106648740759179,0.6887118513814013,0.4910046166443902,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,2.0,0.025,310,0.0037834762156279123,-0.6239039524863184,0.6237748390746911,0.5327754658264423,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,0.5,0.05,310,0.0117750952575435,-0.5827824069375105,0.8185592669814299,0.41303791482037666,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.0,0.05,310,0.009104781541726892,-0.5969630455566234,0.7536400170551616,0.45106540857666233,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.5,0.05,310,0.006440913231146039,-0.6106648740759179,0.6887118513814013,0.4910046166443902,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,2.0,0.05,310,0.0037834762156279123,-0.6239039524863184,0.6237748390746911,0.5327754658264423,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,0.5,0.1,310,0.0117750952575435,-0.5827824069375105,0.8185592669814299,0.41303791482037666,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.0,0.1,310,0.009104781541726892,-0.5969630455566234,0.7536400170551616,0.45106540857666233,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,1.5,0.1,310,0.006440913231146039,-0.6106648740759179,0.6887118513814013,0.4910046166443902,1.0000000000000002,False
low_volatility,0.2,30,1000000000.0,2.0,0.1,310,0.0037834762156279123,-0.6239039524863184,0.6237748390746911,0.5327754658264423,1.0000000000000002,False
low_volatility,0.2,30,10000000000.0,0.5,0.025,310,4.378254916526103e-05,-0.5908402287101324,0.4715984265110709,0.6372134500517392,0.8729185379531256,False
low_volatility,0.2,30,10000000000.0,1.0,0.025,310,-0.006116022186417824,-0.6211167841942292,0.29916098501125815,0.7648172162840887,0.8729185379531256,False
low_volatility,0.2,30,10000000000.0,1.5,0.025,310,-0.012241055274418988,-0.6491669907751771,0.12670833093152423,0.899171251859596,0.8729185379531256,False
low_volatility,0.2,30,10000000000.0,2.0,0.025,310,-0.018331495112140384,-0.6751535281903327,-0.04575924087283335,0.963502145830005,0.8729185379531256,False
low_volatility,0.2,30,10000000000.0,0.5,0.05,310,0.0019763776095280683,-0.6306606325723514,0.572379686555722,0.5670647746269704,0.9835802482759871,False
low_volatility,0.2,30,10000000000.0,1.0,0.05,310,-0.006013797769289897,-0.6672899789814208,0.37262622857362293,0.7094266489689878,0.9835802482759871,False
low_volatility,0.2,30,10000000000.0,1.5,0.05,310,-0.013945623329185364,-0.7003087662464085,0.17282945039722275,0.8627854873027085,0.9835802482759871,False
low_volatility,0.2,30,10000000000.0,2.0,0.05,310,-0.02181948605082462,-0.7300706998418005,-0.02700940885134353,0.9784522295920288,0.9835802482759871,False
low_volatility,0.2,30,10000000000.0,0.5,0.1,310,0.005879572293590929,-0.6128194798503502,0.6749363857917271,0.49971618210416846,0.9998909529854704,False
low_volatility,0.2,30,10000000000.0,1.0,0.1,310,-0.0024947291313143216,-0.6529490630922127,0.4695886742505961,0.638648917913982,0.9998909529854704,False
low_volatility,0.2,30,10000000000.0,1.5,0.1,310,-0.010805236832302167,-0.6889447591201661,0.2641566026165066,0.7916592497266264,0.9998909529854704,False
low_volatility,0.2,30,10000000000.0,2.0,0.1,310,-0.01905239178739393,-0.7212297972154915,0.05864234680090347,0.9532369808311425,0.9998909529854704,False
low_volatility,0.2,50,100000000.0,0.5,0.025,310,0.019851146748337545,-0.537978056962165,1.010074310302245,0.3124596891495923,1.0,False
low_volatility,0.2,50,100000000.0,1.0,0.025,310,0.019191183618729513,-0.5382618472602825,0.9951854538828816,0.31964607511174714,1.0,False
low_volatility,0.2,50,100000000.0,1.5,0.025,310,0.01853161092874278,-0.5385454782005021,0.9802963310932572,0.3269398652425437,1.0,False
low_volatility,0.2,50,100000000.0,2.0,0.025,310,0.017872428468956647,-0.538828949863958,0.9654069428199092,0.334341025367761,1.0,False
low_volatility,0.2,50,100000000.0,0.5,0.05,310,0.019851146748337545,-0.537978056962165,1.010074310302245,0.3124596891495923,1.0,False
low_volatility,0.2,50,100000000.0,1.0,0.05,310,0.019191183618729513,-0.5382618472602825,0.9951854538828816,0.31964607511174714,1.0,False
low_volatility,0.2,50,100000000.0,1.5,0.05,310,0.01853161092874278,-0.5385454782005021,0.9802963310932572,0.3269398652425437,1.0,False
low_volatility,0.2,50,100000000.0,2.0,0.05,310,0.017872428468956647,-0.538828949863958,0.9654069428199092,0.334341025367761,1.0,False
low_volatility,0.2,50,100000000.0,0.5,0.1,310,0.019851146748337545,-0.537978056962165,1.010074310302245,0.3124596891495923,1.0,False
low_volatility,0.2,50,100000000.0,1.0,0.1,310,0.019191183618729513,-0.5382618472602825,0.9951854538828816,0.31964607511174714,1.0,False
low_volatility,0.2,50,100000000.0,1.5,0.1,310,0.01853161092874278,-0.5385454782005021,0.9802963310932572,0.3269398652425437,1.0,False
low_volatility,0.2,50,100000000.0,2.0,0.1,310,0.017872428468956647,-0.538828949863958,0.9654069428199092,0.334341025367761,1.0,False
low_volatility,0.2,50,1000000000.0,0.5,0.025,310,0.01842461382240468,-0.538591490142966,0.9778801340249819,0.32813361164416666,1.0,False
low_volatility,0.2,50,1000000000.0,1.0,0.025,310,0.016341629080739217,-0.5394872804246653,0.9307947151872573,0.35195976394864514,1.0,False
low_volatility,0.2,50,1000000000.0,1.5,0.025,310,0.014262539686791476,-0.5403814806331353,0.8837066709930123,0.3768545782575763,1.0,False
low_volatility,0.2,50,1000000000.0,2.0,0.025,310,0.01218733903532887,-0.5412740933277316,0.8366160294926267,0.40280843246717124,1.0,False
low_volatility,0.2,50,1000000000.0,0.5,0.05,310,0.01842461382240468,-0.538591490142966,0.9778801340249819,0.32813361164416666,1.0,False
low_volatility,0.2,50,1000000000.0,1.0,0.05,310,0.016341629080739217,-0.5394872804246653,0.9307947151872573,0.35195976394864514,1.0,False
low_volatility,0.2,50,1000000000.0,1.5,0.05,310,0.014262539686791476,-0.5403814806331353,0.8837066709930123,0.3768545782575763,1.0,False
low_volatility,0.2,50,1000000000.0,2.0,0.05,310,0.01218733903532887,-0.5412740933277316,0.8366160294926267,0.40280843246717124,1.0,False
low_volatility,0.2,50,1000000000.0,0.5,0.1,310,0.01842461382240468,-0.538591490142966,0.9778801340249819,0.32813361164416666,1.0,False
low_volatility,0.2,50,1000000000.0,1.0,0.1,310,0.016341629080739217,-0.5394872804246653,0.9307947151872573,0.35195976394864514,1.0,False
low_volatility,0.2,50,1000000000.0,1.5,0.1,310,0.014262539686791476,-0.5403814806331353,0.8837066709930123,0.3768545782575763,1.0,False
low_volatility,0.2,50,1000000000.0,2.0,0.1,310,0.01218733903532887,-0.5412740933277316,0.8366160294926267,0.40280843246717124,1.0,False
low_volatility,0.2,50,10000000000.0,0.5,0.025,310,0.010044932399069673,-0.5399542624445308,0.7789185902828254,0.43602767221669225,0.9639694464240836,False
low_volatility,0.2,50,10000000000.0,1.0,0.025,310,0.004095225940191405,-0.5740823351705614,0.6388817506625695,0.522899860769068,0.9639694464240836,False
low_volatility,0.2,50,10000000000.0,1.5,0.025,310,-0.0018223799427938836,-0.6056944809082276,0.49883934076837044,0.6178925701964291,0.9639694464240836,False
low_volatility,0.2,50,10000000000.0,2.0,0.025,310,-0.007708042567167728,-0.6349750059084358,0.35879165994485807,0.7197509522345309,0.9639694464240836,False
low_volatility,0.2,50,10000000000.0,0.5,0.05,310,0.0133017145071328,-0.5405264395714978,0.8617297223822169,0.3888362657094184,0.9993003737036044,False
low_volatility,0.2,50,10000000000.0,1.0,0.05,310,0.00677260198801255,-0.5700362595148563,0.7130149375232607,0.47583651387102943,0.9993003737036044,False
low_volatility,0.2,50,10000000000.0,1.5,0.05,310,0.00028197256148465577,-0.6054504072340317,0.564279107364467,0.5725641977984679,0.9993003737036044,False
low_volatility,0.2,50,10000000000.0,2.0,0.05,310,-0.006170379533231962,-0.6379658659046354,0.41552308178693276,0.6777590216793232,0.9993003737036044,False
low_volatility,0.2,50,10000000000.0,0.5,0.1,310,0.013925516829623952,-0.5405264395714978,0.8760650876792951,0.3809946509215094,1.0,False
low_volatility,0.2,50,10000000000.0,1.0,0.1,310,0.007378409923066487,-0.5681022469320358,0.7271413484278029,0.46713937125331473,1.0,False
low_volatility,0.2,50,10000000000.0,1.5,0.1,310,0.0008699716437881033,-0.603728651117672,0.5781925693741834,0.5631341149407774,1.0,False
low_volatility,0.2,50,10000000000.0,2.0,0.1,310,-0.005600005170964706,-0.6364346544277153,0.4292196390560825,0.667763392160873,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,0.5,0.025,310,-0.0036451036996599795,-0.7495038076465211,0.4201145293604566,0.6744017891083407,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.0,0.025,310,-0.0055691413935494705,-0.7567895577606294,0.3713191795084657,0.7103998143062111,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.5,0.025,310,-0.007489789573676853,-0.7638644957105851,0.3225180319432776,0.7470602794540497,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,2.0,0.025,310,-0.009407053643030627,-0.7707346896111691,0.2737111458859837,0.7843066115767816,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,0.5,0.05,310,-0.0036451036996599795,-0.7495038076465211,0.4201145293604566,0.6744017891083407,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.0,0.05,310,-0.0055691413935494705,-0.7567895577606294,0.3713191795084657,0.7103998143062111,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.5,0.05,310,-0.007489789573676853,-0.7638644957105851,0.3225180319432776,0.7470602794540497,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,2.0,0.05,310,-0.009407053643030627,-0.7707346896111691,0.2737111458859837,0.7843066115767816,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,0.5,0.1,310,-0.0036451036996599795,-0.7495038076465211,0.4201145293604566,0.6744017891083407,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.0,0.1,310,-0.0055691413935494705,-0.7567895577606294,0.3713191795084657,0.7103998143062111,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,1.5,0.1,310,-0.007489789573676853,-0.7638644957105851,0.3225180319432776,0.7470602794540497,1.0,False
low_volatility,0.30000000000000004,10,100000000.0,2.0,0.1,310,-0.009407053643030627,-0.7707346896111691,0.2737111458859837,0.7843066115767816,1.0,False
low_volatility,0.30000000000000004,10,1000000000.0,0.5,0.025,310,-0.014283902025809203,-0.7619081994428071,0.09273791823396456,0.9261117724054568,0.955890805613583,False
low_volatility,0.30000000000000004,10,1000000000.0,1.0,0.025,310,-0.019580143005429984,-0.7813546809849854,-0.051557755717610065,0.9588810805966184,0.955890805613583,False
low_volatility,0.30000000000000004,10,1000000000.0,1.5,0.025,310,-0.02485034013392473,-0.799220472322141,-0.195876971922527,0.8447064618544176,0.955890805613583,False
low_volatility,0.30000000000000004,10,1000000000.0,2.0,0.025,310,-0.030094609650925364,-0.8156334379843315,-0.34021913790446795,0.7336915069477439,0.955890805613583,False
low_volatility,0.30000000000000004,10,1000000000.0,0.5,0.05,310,-0.008335959025730921,-0.7615494880215302,0.2911076718844907,0.770968972593425,0.9970339308295468,False
low_volatility,0.30000000000000004,10,1000000000.0,1.0,0.05,310,-0.014317201189849249,-0.7826637574806325,0.13671254627796778,0.891258012156189,0.9970339308295468,False
low_volatility,0.30000000000000004,10,1000000000.0,1.5,0.05,310,-0.020265497486326445,-0.8019174351799183,-0.01773454167843796,0.9858506247017766,0.9970339308295468,False
low_volatility,0.30000000000000004,10,1000000000.0,2.0,0.05,310,-0.026181012279120508,-0.8194736804024664,-0.17223197827497394,0.8632551584835473,0.9970339308295468,False
low_volatility,0.30000000000000004,10,1000000000.0,0.5,0.1,310,-0.0078011485827403915,-0.7649931342271601,0.31459815316936596,0.7530667815749126,1.0,False
low_volatility,0.30000000000000004,10,1000000000.0,1.0,0.1,310,-0.013850793679155315,-0.7859462142879148,0.1602349955523981,0.8726959630724858,1.0,False
low_volatility,0.30000000000000004,10,1000000000.0,1.5,0.1,310,-0.019866776681426,-0.805040190249944,0.005816425140900568,0.9953591903480763,1.0,False
low_volatility,0.30000000000000004,10,1000000000.0,2.0,0.1,310,-0.025849267132104115,-0.8224392104694814,-0.14865567833167975,0.881825336107187,1.0,False
low_volatility,0.30000000000000004,10,10000000000.0,0.5,0.025,310,-0.010528779354115447,-0.5014892844751555,-0.35399966180403686,0.7233391366882356,0.42432549234471306,False
low_volatility,0.30000000000000004,10,10000000000.0,1.0,0.025,310,-0.014184811633017547,-0.5306312518185836,-0.558920591193914,0.5762159157767472,0.42432549234471306,False
low_volatility,0.30000000000000004,10,10000000000.0,1.5,0.025,310,-0.017828544560572146,-0.5580786878927295,-0.7638221338320528,0.444973244813869,0.42432549234471306,False
low_volatility,0.30000000000000004,10,10000000000.0,2.0,0.025,310,-0.021460015492486995,-0.584986373578996,-0.968697845947611,0.3326959676253427,0.42432549234471306,False
low_volatility,0.30000000000000004,10,10000000000.0,0.5,0.05,310,-0.017781337594764746,-0.6437984379440203,-0.4188237754038254,0.6753449276562946,0.6134376044611275,False
low_volatility,0.30000000000000004,10,10000000000.0,1.0,0.05,310,-0.024567734858556678,-0.6841641081038505,-0.7022336573989512,0.4825334589530197,0.6134376044611275,False
low_volatility,0.30000000000000004,10,10000000000.0,1.5,0.05,310,-0.031311300800147435,-0.7199767472778673,-0.9856039322909683,0.3243275076433667,0.6134376044611275,False
low_volatility,0.30000000000000004,10,10000000000.0,2.0,0.05,310,-0.03801228028022885,-0.7517475069637404,-1.2689250189208068,0.20446780809285858,0.6134376044611275,False
low_volatility,0.30000000000000004,10,10000000000.0,0.5,0.1,310,-0.024970442995662756,-0.7579151814429,-0.42183982498062683,0.6731419348286054,0.7888279500917205,False
low_volatility,0.30000000000000004,10,10000000000.0,1.0,0.1,310,-0.03578518673540043,-0.7998297871055264,-0.78267177299391,0.4338198821103063,0.7888279500917205,False
low_volatility,0.30000000000000004,10,10000000000.0,1.5,0.1,310,-0.0464901157263522,-0.8345185040565282,-1.1434427205653324,0.25285482382862545,0.7888279500917205,False
low_volatility,0.30000000000000004,10,10000000000.0,2.0,0.1,310,-0.05708624232034476,-0.8632216528182453,-1.5041425230613672,0.132544673323588,0.7888279500917205,False
low_volatility,0.30000000000000004,20,100000000.0,0.5,0.025,310,0.04013888923359232,-0.49347582100895704,1.529024849464662,0.12625828374330839,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.0,0.025,310,0.0387156658737704,-0.4953056967949917,1.4929987456037745,0.13543751525598968,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.5,0.025,310,0.03729422139447203,-0.49712917002460066,1.4569696432234907,0.14512476003577257,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,2.0,0.025,310,0.03587455378140336,-0.49894626237201445,1.420937559539633,0.15533491262887988,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,0.5,0.05,310,0.04013888923359232,-0.49347582100895704,1.529024849464662,0.12625828374330839,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.0,0.05,310,0.0387156658737704,-0.4953056967949917,1.4929987456037745,0.13543751525598968,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.5,0.05,310,0.03729422139447203,-0.49712917002460066,1.4569696432234907,0.14512476003577257,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,2.0,0.05,310,0.03587455378140336,-0.49894626237201445,1.420937559539633,0.15533491262887988,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,0.5,0.1,310,0.04013888923359232,-0.49347582100895704,1.529024849464662,0.12625828374330839,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.0,0.1,310,0.0387156658737704,-0.4953056967949917,1.4929987456037745,0.13543751525598968,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,1.5,0.1,310,0.03729422139447203,-0.49712917002460066,1.4569696432234907,0.14512476003577257,1.0,False
low_volatility,0.30000000000000004,20,100000000.0,2.0,0.1,310,0.03587455378140336,-0.49894626237201445,1.420937559539633,0.15533491262887988,1.0,False
low_volatility,0.30000000000000004,20,1000000000.0,0.5,0.025,310,0.035957967494613774,-0.49742447666940515,1.4259039371002675,0.15389607281814932,0.997443450214954,False
low_volatility,0.30000000000000004,20,1000000000.0,1.0,0.025,310,0.031520539724261276,-0.5031456581696759,1.3120179184252605,0.1895140888093212,0.997443450214954,False
low_volatility,0.30000000000000004,20,1000000000.0,1.5,0.025,310,0.02710048591515757,-0.508803745808502,1.1981073760442829,0.23087521769043118,0.997443450214954,False
low_volatility,0.30000000000000004,20,1000000000.0,2.0,0.025,310,0.022697744402059516,-0.5328663488715744,1.0841727888596024,0.2782881942210822,0.997443450214954,False
low_volatility,0.30000000000000004,20,1000000000.0,0.5,0.05,310,0.03700119995408713,-0.49742447666940537,1.4496212127299999,0.1471641772772485,0.9999915526472197,False
low_volatility,0.30000000000000004,20,1000000000.0,1.0,0.05,310,0.03251918580922686,-0.503145658169676,1.3356506064783609,0.18166350089739525,0.9999915526472197,False
low_volatility,0.30000000000000004,20,1000000000.0,1.5,0.05,310,0.028054871542602777,-0.5109703142992016,1.2216509808696094,0.22183964080748741,0.9999915526472197,False
low_volatility,0.30000000000000004,20,1000000000.0,2.0,0.05,310,0.023608193814039113,-0.5365400307742937,1.107622881195893,0.26802471741575307,0.9999915526472197,False
low_volatility,0.30000000000000004,20,1000000000.0,0.5,0.1,310,0.03706372033220684,-0.4974244766694049,1.4511226431834037,0.1467457124027174,1.0,False
low_volatility,0.30000000000000004,20,1000000000.0,1.0,0.1,310,0.032581312584956335,-0.503145658169676,1.3371675637400477,0.1811679471061658,1.0,False
low_volatility,0.30000000000000004,20,1000000000.0,1.5,0.1,310,0.0281166066959595,-0.5109703142992017,1.223183244268109,0.2212604927462234,1.0,False
low_volatility,0.30000000000000004,20,1000000000.0,2.0,0.1,310,0.023669539316609534,-0.536540030774294,1.1091702305862976,0.26735675234494094,1.0,False
low_volatility,0.30000000000000004,20,10000000000.0,0.5,0.025,310,0.009950787385121673,-0.3960212557275594,0.7300657929082232,0.46534996933530026,0.6045466933005978,False
low_volatility,0.30000000000000004,20,10000000000.0,1.0,0.025,310,0.005095429656808426,-0.42837686177485834,0.5179666144306994,0.6044815629400042,0.6045466933005978,False
low_volatility,0.30000000000000004,20,10000000000.0,1.5,0.025,310,0.00026141170683313675,-0.46336036486882626,0.30588206237112775,0.7596944439482247,0.6045466933005978,False
low_volatility,0.30000000000000004,20,10000000000.0,2.0,0.025,310,-0.004551351495612588,-0.4962163247981982,0.09381516995949836,0.9252559809489591,0.6045466933005978,False
low_volatility,0.30000000000000004,20,10000000000.0,0.5,0.05,310,0.012961265497706709,-0.4894194251728009,0.8194449513902483,0.4125325972425533,0.7866281871007273,False
low_volatility,0.30000000000000004,20,10000000000.0,1.0,0.05,310,0.004986128445844562,-0.5388420290679931,0.5485765884792885,0.5832960559762173,0.7866281871007273,False
low_volatility,0.30000000000000004,20,10000000000.0,1.5,0.05,310,-0.002931503627395471,-0.5839831595697008,0.2777226498832427,0.7812252722260675,0.7866281871007273,False
low_volatility,0.30000000000000004,20,10000000000.0,2.0,0.05,310,-0.01079200732290031,-0.636072207050491,0.006886055610077921,0.9945057659646368,0.7866281871007273,False
low_volatility,0.30000000000000004,20,10000000000.0,0.5,0.1,310,0.017886193065864253,-0.5268315860019648,0.9598881771301263,0.3371114971392686,0.92654488483304,False
low_volatility,0.30000000000000004,20,10000000000.0,1.0,0.1,310,0.006527364426400117,-0.5895120746562634,0.6354512524245349,0.5251341502910372,0.92654488483304,False
low_volatility,0.30000000000000004,20,10000000000.0,1.5,0.1,310,-0.004715299249387184,-0.6478025221780832,0.31097571632460175,0.7558190825546394,0.92654488483304,False
low_volatility,0.30000000000000004,20,10000000000.0,2.0,0.1,310,-0.015842877688661883,-0.7063926738269621,-0.013534830687843662,0.9892010972735485,0.92654488483304,False
low_volatility,0.30000000000000004,30,100000000.0,0.5,0.025,310,0.029804503573376717,-0.46436938898890046,1.2579173143700912,0.2084216612122083,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.0,0.025,310,0.028646344308162153,-0.47184700107350386,1.22918020089312,0.21900425050375394,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.5,0.025,310,0.02748937533798146,-0.4792209118268945,1.200441558640206,0.22996789681367868,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,2.0,0.025,310,0.026333595554140832,-0.4864925498486877,1.1717013951883581,0.24131696269358183,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,0.5,0.05,310,0.029804503573376717,-0.46436938898890046,1.2579173143700912,0.2084216612122083,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.0,0.05,310,0.028646344308162153,-0.47184700107350386,1.22918020089312,0.21900425050375394,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.5,0.05,310,0.02748937533798146,-0.4792209118268945,1.200441558640206,0.22996789681367868,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,2.0,0.05,310,0.026333595554140832,-0.4864925498486877,1.1717013951883581,0.24131696269358183,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,0.5,0.1,310,0.029804503573376717,-0.46436938898890046,1.2579173143700912,0.2084216612122083,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.0,0.1,310,0.028646344308162153,-0.47184700107350386,1.22918020089312,0.21900425050375394,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,1.5,0.1,310,0.02748937533798146,-0.4792209118268945,1.200441558640206,0.22996789681367868,0.9999999999999998,False
low_volatility,0.30000000000000004,30,100000000.0,2.0,0.1,310,0.026333595554140832,-0.4864925498486877,1.1717013951883581,0.24131696269358183,0.9999999999999998,False
low_volatility,0.30000000000000004,30,1000000000.0,0.5,0.025,310,0.02697827485104809,-0.4803725178954372,1.1878813458839206,0.23488015995598177,0.9997457893428918,False
low_volatility,0.30000000000000004,30,1000000000.0,1.0,0.025,310,0.02333281184723046,-0.5029690031712446,1.097019640706891,0.2726328064034427,0.9997457893428918,False
low_volatility,0.30000000000000004,30,1000000000.0,1.5,0.025,310,0.019699177488029296,-0.5245891504590018,1.006143848892003,0.314346378309766,0.9997457893428918,False
low_volatility,0.30000000000000004,30,1000000000.0,2.0,0.025,310,0.016077336979595458,-0.5452748729701075,0.9152542044206037,0.3600581945770276,0.9997457893428918,False
low_volatility,0.30000000000000004,30,1000000000.0,0.5,0.05,310,0.027301737297024342,-0.4804078505522912,1.1957777753614618,0.23178329101705764,1.0000000000000002,False
low_volatility,0.30000000000000004,30,1000000000.0,1.0,0.05,310,0.023651510422862287,-0.5030085001283008,1.1048874595527258,0.26920835696555523,1.0000000000000002,False
