date,size_liquidity_rank_corr
2015-07-31,0.5182148440899655
2015-08-31,0.5400523380356248
2015-09-30,0.49336042539363195
2015-10-30,0.4278857050493445
2015-11-30,0.4470601114713093
2015-12-30,0.41037255629141894
2016-01-29,0.4635368215268856
2016-02-29,0.4873395863078555
2016-03-31,0.45228608255574365
2016-04-29,0.41677444280648995
2016-05-31,0.42882630333869354
2016-06-30,0.44095843300348064
2016-07-29,0.39687330982182595
2016-08-31,0.39996875522833025
2016-09-30,0.3651158431365123
2016-10-31,0.34817502559621577
2016-11-30,0.38552865074644266
2016-12-29,0.37346965859029857
2017-01-31,0.35740976089266613
2017-02-28,0.3679126193525366
2017-03-31,0.36110467449993394
2017-04-28,0.36355610308838826
2017-05-31,0.4466917818647548
2017-06-30,0.45981463929212335
2017-07-31,0.4218631655014219
2017-08-31,0.4469442553177668
2017-09-29,0.4229760574398304
2017-10-31,0.49760805768618693
2017-11-30,0.5313598765009396
2017-12-28,0.5005075504030719
2018-01-31,0.5300355205197197
2018-02-28,0.4824924484140804
2018-03-30,0.46126164573034306
2018-04-30,0.48558689167266067
2018-05-31,0.4666344558904729
2018-06-29,0.45614913504062343
2018-07-31,0.4804688144165732
2018-08-31,0.4781711708047783
2018-09-28,0.46018985347121144
2018-10-31,0.49574917951629127
2018-11-30,0.5111422214445575
2018-12-28,0.46902767307224197
2019-01-31,0.45418015513664123
2019-02-28,0.4392703787331654
2019-03-29,0.47321794556447133
2019-04-30,0.438835018384041
2019-05-31,0.45207484615756954
2019-06-28,0.4229399994470857
2019-07-31,0.41796807903865985
2019-08-30,0.4889955651136449
2019-09-30,0.4198080367372091
2019-10-31,0.45430750176520845
2019-11-29,0.4290079078676419
2019-12-30,0.4638087784158678
2020-01-31,0.4327089063288615
2020-02-28,0.43926481565989034
2020-03-31,0.5601729881785675
2020-04-29,0.5321794436607612
2020-05-29,0.5305931084413185
2020-06-30,0.5738144607760302
2020-07-31,0.5497083692618379
2020-08-31,0.59538429848886
2020-09-29,0.5286205820376614
2020-10-30,0.4841517549571637
2020-11-30,0.5521772777339159
2020-12-30,0.5496715762568063
2021-01-29,0.5488708662016379
2021-02-26,0.5200867159214785
2021-03-31,0.4885591050813752
2021-04-30,0.47818395866929264
2021-05-31,0.5184593856799977
2021-06-30,0.4334076600869824
2021-07-30,0.433343288525083
2021-08-31,0.5073184535301742
2021-09-30,0.5154602159015965
2021-10-29,0.5318482363605923
2021-11-30,0.5292405104984371
2021-12-30,0.5538565486823892
2022-01-28,0.46248236312836083
2022-02-28,0.5027076776326386
2022-03-31,0.4494179552834309
2022-04-29,0.4465335271112407
2022-05-31,0.45352299863846746
2022-06-30,0.5054885680934058
2022-07-29,0.47288091852676395
2022-08-31,0.4861108115520413
2022-09-30,0.49821056871372144
2022-10-31,0.4875516414794321
2022-11-30,0.5016783025866829
2022-12-29,0.5043637623810283
2023-01-31,0.4808908448985518
2023-02-28,0.4963652230325031
2023-03-31,0.575309401928137
2023-04-28,0.5423946591880344
2023-05-31,0.49738409384330146
2023-06-30,0.5053174420627647
2023-07-31,0.5903092754914492
2023-08-31,0.5906169524347472
2023-09-27,0.5525147120610521
2023-10-31,0.5502698861981361
2023-11-30,0.5687288886336934
2023-12-28,0.585906848111381
2024-01-31,0.5688536701485989
2024-02-29,0.6416954919119988
2024-03-29,0.625854298796675
2024-04-30,0.6343857796761695
2024-05-31,0.6516713658300785
2024-06-28,0.670550965427623
2024-07-31,0.6449129742151769
2024-08-30,0.6242420886008859
2024-09-30,0.6130251781194571
2024-10-31,0.6217241506740282
2024-11-29,0.6573473936536384
2024-12-30,0.6396478765419459
2025-01-31,0.6292268598638444
2025-02-28,0.6756015092660944
2025-03-31,0.6578647047397048
2025-04-30,0.5669048014192926
2025-05-30,0.6326195747255992
2025-06-30,0.705903033531322
2025-07-31,0.7117183474432323
2025-08-29,0.6766628404478703
2025-09-30,0.6767967163747485
2025-10-31,0.7000339906442491
2025-11-28,0.7289137012018084
2025-12-30,0.7376788124685498
2026-01-30,0.7394804868168458
2026-02-27,0.7524170095239889
2026-03-31,0.7440917783667251
2026-04-30,0.7133831203024196
