news_high,turnover_high,months,mean_n,mean_rank_ic_12m
False,False,192,35.880208333333336,0.028578557397265284
False,True,192,35.755208333333336,0.05054358015018005
True,False,192,35.755208333333336,-0.0010741884620222633
True,True,192,36.333333333333336,0.07674343580127435
