date,path,return,holdings,banned_share
2016-01-29,contract,-0.006967881660130364,28,0.25412541254125415
2016-01-29,expand,-0.009180144103289947,24,0.4235423542354235
2016-02-29,contract,0.06449054009031704,28,0.2516304347826087
2016-02-29,expand,0.051803906670114065,20,0.4190217391304348
2016-03-31,contract,0.030445653585144956,29,0.2510822510822511
2016-03-31,expand,0.025589557929564223,22,0.41883116883116883
2016-04-29,contract,-0.005871776335441079,25,0.2506724045185584
2016-04-29,expand,-0.023259134571739833,17,0.4174287251210328
2016-05-31,contract,-0.035117300639802146,25,0.2495982860203535
2016-05-31,expand,-0.03499338764806418,17,0.4156400642742367
2016-06-30,contract,0.07497679948260123,22,0.2482685135855088
2016-06-30,expand,0.07845821355865436,17,0.41342567927543955
2016-07-29,contract,-0.008686476118316735,27,0.2478813559322034
2016-07-29,expand,-0.006506500059077513,26,0.4126059322033898
2016-08-31,contract,-0.009556637926947744,23,0.24567836563645887
2016-08-31,expand,-0.014284213104445213,16,0.40963855421686746
2016-09-30,contract,-0.026699164144219592,27,0.24581589958158995
2016-09-30,expand,-0.03228642340671691,21,0.40951882845188287
2016-10-31,contract,-0.025650924906584684,25,0.24569640062597808
2016-10-31,expand,-0.03769872605300716,17,0.4094940010432968
2016-11-30,contract,0.009094419145239658,28,0.24648985959438377
2016-11-30,expand,0.015263221550549443,15,0.4108164326573063
2016-12-29,contract,-0.026423743836459294,28,0.24804992199687986
2016-12-29,expand,-0.025977388907294976,22,0.4128965158606344
2017-01-31,contract,0.019980832032421333,30,0.24922118380062305
2017-01-31,expand,0.021254840362683953,26,0.4148494288681205
2017-02-28,contract,0.025235968834076264,27,0.24870466321243523
2017-02-28,expand,0.028244515172400265,20,0.4139896373056995
2017-03-31,contract,0.017776090626608083,24,0.24780588538977802
2017-03-31,expand,0.022550086043584373,17,0.41300980898296336
2017-04-28,contract,0.05129883278292797,29,0.24819401444788441
2017-04-28,expand,0.05050809998693697,21,0.41382868937048506
2017-05-31,contract,0.016934349642751492,26,0.2480699948533196
2017-05-31,expand,0.014227237456940083,19,0.41379310344827586
2017-06-30,contract,-0.0018355595254787253,27,0.24820512820512822
2017-06-30,expand,0.004349130362642179,19,0.41333333333333333
2017-07-31,contract,-0.025019042518504755,23,0.24783273839877615
2017-07-31,expand,-0.021025972623338957,19,0.4125446200917899
2017-08-31,contract,-0.04861184221212733,22,0.24708269913749364
2017-08-31,expand,-0.05621436861508609,15,0.41146626078132925
2017-09-29,contract,0.009660812648544681,27,0.24797160243407707
2017-09-29,expand,-0.003487269621282929,20,0.4127789046653144
2017-10-31,contract,-0.012528610435044154,28,0.24835609509357612
2017-10-31,expand,-0.016962808294025893,20,0.4132524026302479
2017-11-30,contract,-0.00561110627871259,26,0.248234106962664
2017-11-30,expand,-0.0039124032569146485,20,0.41321897073662966
2017-12-28,contract,0.06217208265453252,24,0.24823766364551864
2017-12-28,expand,0.06705799543508664,18,0.41389728096676737
2018-01-31,contract,-0.02872148557476357,28,0.24874623871614845
2018-01-31,expand,-0.0435433836277274,17,0.41424272818455365
